# size n PRTT(1,0,s) PRTT(n,0,s) PRTT(n,PRTT(1,0,s),s) L o_s o_r g G lsqu(g,G)
# to get o: plot "./loggp.out" using 1:(($5-$3)/($2-1)-$3)
# to get g,G: plot "./loggp.out" using 1:($4-$3)/($2-1)
1 10 3.286106 6.902827 34.013206 1.643053 0.128016 0.399615 -nan -nan -nan
1025 10 5.560333 11.751838 57.797403 1.643053 0.243786 0.670107 0.401578 0.000279 -nan
2049 10 6.542157 12.282825 67.916207 1.643053 0.277182 0.668994 0.457773 0.000115 0.137245
3073 10 7.263498 14.246474 75.510319 1.643053 0.319483 0.770289 0.464982 0.000105 0.098043
4097 10 8.135117 16.039806 84.737465 1.643053 0.376255 0.881603 0.468102 0.000102 0.080254
5121 10 8.605992 17.833139 89.997239 1.643053 0.437480 1.028536 0.461121 0.000107 0.070641
6145 10 9.146998 19.055410 95.757944 1.643053 0.476441 1.107569 0.464011 0.000105 0.063405
7169 10 9.688003 20.367849 101.578761 1.643053 0.522081 1.167678 0.469103 0.000103 0.058658
8193 10 10.299139 21.299580 108.140955 1.643053 0.572174 1.224448 0.482677 0.000097 0.060212
9217 10 11.731801 26.148591 124.140687 1.643053 0.758075 1.602914 0.449778 0.000109 0.085761
10241 10 11.862043 27.080323 125.924001 1.643053 0.811508 1.681946 0.432659 0.000115 0.087925
11265 10 12.042378 28.492948 128.368543 1.643053 0.882752 1.863387 0.419165 0.000118 0.087969
12289 10 12.413067 29.665126 132.275804 1.643053 0.905015 1.836672 0.414093 0.000120 0.084564
13313 10 12.623458 31.207993 134.289546 1.643053 0.894996 1.874519 0.407716 0.000121 0.082145
14337 10 12.362974 30.606876 132.546307 1.643053 0.990730 1.950212 0.420793 0.000118 0.084133
15361 10 12.743681 31.558644 137.225001 1.643053 1.087577 2.100485 0.436169 0.000115 0.088332
16385 10 13.685431 34.454025 146.872930 1.643053 1.113180 2.197328 0.437758 0.000115 0.085417
17409 10 15.098056 37.459610 162.311619 1.643053 1.259006 2.444444 0.433393 0.000116 0.083356
18433 10 15.428671 38.711937 166.309047 1.643053 1.335816 2.542400 0.431511 0.000116 0.080997
19457 10 15.749266 40.695623 170.056010 1.643053 1.395927 2.724954 0.424402 0.000117 0.080666
20481 10 15.939620 42.008062 172.791093 1.643053 1.488321 2.834041 0.418462 0.000118 0.079940
21505 10 16.230160 42.919756 176.397795 1.643053 1.566244 2.916413 0.417870 0.000118 0.077930
22529 10 16.600849 44.091935 180.365167 1.643053 1.595187 3.018821 0.419829 0.000118 0.076226
23553 10 16.711054 45.053722 182.138462 1.643053 1.669770 3.086722 0.423325 0.000117 0.075056
24577 10 16.931463 46.035546 184.182260 1.643053 1.651959 3.112324 0.428694 0.000117 0.074839
25601 10 16.941482 47.358004 186.306207 1.643053 1.876821 3.377251 0.431303 0.000116 0.073616
26625 10 17.171910 49.712379 189.131457 1.643053 1.934706 3.434020 0.425736 0.000117 0.073798
27649 10 17.512543 49.712379 192.898457 1.643053 1.974781 3.557578 0.431205 0.000116 0.074021
28673 10 17.682860 52.287164 195.092535 1.643053 2.029327 3.659987 0.426607 0.000117 0.073843
29697 10 17.803083 51.505712 196.815737 1.643053 2.087212 3.726775 0.435978 0.000116 0.077544
30721 10 18.764870 54.100533 206.293349 1.643053 2.071627 3.809147 0.440257 0.000116 0.077250
31745 10 18.233883 53.449323 201.805008 1.643053 2.162908 3.900424 0.451387 0.000114 0.083036
32769 10 19.185652 55.813717 211.062211 1.643053 2.133965 3.976117 0.458725 0.000114 0.084707
33793 10 19.055410 57.046007 211.963886 1.643053 2.378865 4.234364 0.463162 0.000113 0.084498
34817 10 19.406062 58.388502 215.730886 1.643053 2.407808 4.323415 0.467306 0.000113 0.084216
35841 10 19.526285 59.921350 218.125336 1.643053 2.540276 4.502630 0.468797 0.000113 0.083103
36865 10 19.666546 60.873119 219.728315 1.643053 2.562540 4.540476 0.471361 0.000113 0.082321
37889 10 19.906993 61.945111 223.224812 1.643053 2.683876 4.656242 0.474720 0.000112 0.081901
38913 10 20.087328 62.876842 224.787716 1.643053 2.657160 4.719691 0.479166 0.000112 0.082101
39937 10 20.147439 63.758480 227.051924 1.643053 2.841948 4.835457 0.484168 0.000112 0.082705
40961 10 20.407923 64.620082 229.105740 1.643053 2.780723 4.886661 0.490739 0.000111 0.084579
41985 10 21.259506 67.535499 239.895791 1.643053 3.033415 5.100383 0.491445 0.000111 0.083549
43009 10 21.439841 68.877994 241.308416 1.643053 2.990001 5.238412 0.491406 0.000111 0.082524
44033 10 21.870642 70.571140 247.109196 1.643053 3.155864 5.413174 0.490248 0.000111 0.081635
45057 10 22.050977 71.643132 248.652063 1.643053 3.126922 5.455473 0.489828 0.000111 0.080694
46081 10 22.161181 72.514752 250.124799 1.643053 3.168109 5.832826 0.490644 0.000111 0.079824
47105 10 22.471759 73.416428 253.651353 1.643053 3.214863 5.681439 0.493297 0.000111 0.079501
48129 10 22.652094 74.268010 255.955635 1.643053 3.270522 5.711494 0.497213 0.000111 0.079895
