# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
14643798,1000000000,1
743433,1000000000,1
190767,1000000000,1
279753,1000000000,1
192821,1000000000,1
189384,1000000000,1
280715,1000000000,1
189545,1000000000,1
189254,1000000000,1
277190,1000000000,1
189214,1000000000,1
200214,1000000000,1
202910,1000000000,1
277630,1000000000,1
190616,1000000000,1
197049,1000000000,1
189364,1000000000,1
187832,1000000000,1
189044,1000000000,1
276857,1000000000,1
188544,1000000000,1
188732,1000000000,1
189724,1000000000,1
188473,1000000000,1
191218,1000000000,1
204533,1000000000,1
188824,1000000000,1
277781,1000000000,1
188743,1000000000,1
189145,1000000000,1
# Hoverboard test (1048576 1 800000000)
# time(ns),sleep_time(ns),repetitions
14680496,800000000,1
215875,800000000,1
650559,800000000,1
192119,800000000,1
190657,800000000,1
241131,800000000,1
550231,800000000,1
192640,800000000,1
193172,800000000,1
191347,800000000,1
326672,800000000,1
190887,800000000,1
240621,800000000,1
191099,800000000,1
265278,800000000,1
190607,800000000,1
193443,800000000,1
190868,800000000,1
274064,800000000,1
190767,800000000,1
193362,800000000,1
189855,800000000,1
191749,800000000,1
189675,800000000,1
193181,800000000,1
241914,800000000,1
193692,800000000,1
190396,800000000,1
192059,800000000,1
189825,800000000,1
# Hoverboard test (1048576 1 600000000)
# time(ns),sleep_time(ns),repetitions
12005052,600000000,1
599063,600000000,1
187991,600000000,1
214332,600000000,1
188312,600000000,1
227326,600000000,1
513603,600000000,1
188323,600000000,1
282579,600000000,1
189233,600000000,1
187612,600000000,1
239880,600000000,1
210283,600000000,1
267201,600000000,1
187551,600000000,1
193271,600000000,1
186929,600000000,1
188463,600000000,1
228938,600000000,1
186879,600000000,1
187151,600000000,1
187831,600000000,1
187390,600000000,1
187080,600000000,1
235530,600000000,1
210103,600000000,1
186931,600000000,1
233047,600000000,1
187400,600000000,1
187241,600000000,1
# Hoverboard test (1048576 1 400000000)
# time(ns),sleep_time(ns),repetitions
11818572,400000000,1
205896,400000000,1
630531,400000000,1
190416,400000000,1
188413,400000000,1
188322,400000000,1
188092,400000000,1
188763,400000000,1
332633,400000000,1
188953,400000000,1
188733,400000000,1
188534,400000000,1
211626,400000000,1
189555,400000000,1
187221,400000000,1
189756,400000000,1
189474,400000000,1
187040,400000000,1
188632,400000000,1
188373,400000000,1
231744,400000000,1
263794,400000000,1
188453,400000000,1
187160,400000000,1
188022,400000000,1
220082,400000000,1
188172,400000000,1
188784,400000000,1
188402,400000000,1
187431,400000000,1
# Hoverboard test (1048576 1 200000000)
# time(ns),sleep_time(ns),repetitions
14858230,200000000,1
211135,200000000,1
186379,200000000,1
579996,200000000,1
188323,200000000,1
186660,200000000,1
187511,200000000,1
186991,200000000,1
188041,200000000,1
186950,200000000,1
186970,200000000,1
186799,200000000,1
216686,200000000,1
313296,200000000,1
188302,200000000,1
187160,200000000,1
187520,200000000,1
187211,200000000,1
187020,200000000,1
187331,200000000,1
187300,200000000,1
188462,200000000,1
187030,200000000,1
186398,200000000,1
186358,200000000,1
213521,200000000,1
232846,200000000,1
186649,200000000,1
186839,200000000,1
186388,200000000,1
# Hoverboard test (1048576 1 0)
# time(ns),sleep_time(ns),repetitions
14650250,0,1
197941,0,1
184696,0,1
184806,0,1
185036,0,1
184435,0,1
184485,0,1
184655,0,1
184416,0,1
184956,0,1
184796,0,1
184364,0,1
184466,0,1
184565,0,1
184375,0,1
184777,0,1
184315,0,1
184276,0,1
184315,0,1
184515,0,1
184716,0,1
184395,0,1
184415,0,1
184325,0,1
184255,0,1
185006,0,1
184495,0,1
184246,0,1
184736,0,1
184375,0,1
# Hoverboard test (1048576 1 200000001)
# time(ns),sleep_time(ns),repetitions
14617118,200000001,1
198791,200000001,1
187170,200000001,1
185837,200000001,1
356216,200000001,1
186961,200000001,1
185778,200000001,1
186389,200000001,1
185928,200000001,1
187251,200000001,1
185537,200000001,1
185778,200000001,1
192732,200000001,1
185797,200000001,1
288079,200000001,1
186650,200000001,1
188984,200000001,1
185907,200000001,1
185788,200000001,1
185768,200000001,1
185947,200000001,1
185647,200000001,1
185848,200000001,1
185818,200000001,1
185627,200000001,1
190927,200000001,1
185867,200000001,1
276618,200000001,1
185949,200000001,1
185767,200000001,1
# Hoverboard test (1048576 1 400000001)
# time(ns),sleep_time(ns),repetitions
14655390,400000001,1
201657,400000001,1
313256,400000001,1
187090,400000001,1
186550,400000001,1
186570,400000001,1
186349,400000001,1
186799,400000001,1
273362,400000001,1
187031,400000001,1
186749,400000001,1
185877,400000001,1
190867,400000001,1
186117,400000001,1
185937,400000001,1
186399,400000001,1
275907,400000001,1
186289,400000001,1
186560,400000001,1
186830,400000001,1
186058,400000001,1
186419,400000001,1
186178,400000001,1
186398,400000001,1
186410,400000001,1
198361,400000001,1
271598,400000001,1
186249,400000001,1
194514,400000001,1
186459,400000001,1
# Hoverboard test (1048576 1 600000001)
# time(ns),sleep_time(ns),repetitions
12054355,600000001,1
715020,600000001,1
187331,600000001,1
186228,600000001,1
235941,600000001,1
189085,600000001,1
516639,600000001,1
187982,600000001,1
186499,600000001,1
273862,600000001,1
187211,600000001,1
237615,600000001,1
221685,600000001,1
188823,600000001,1
227536,600000001,1
186310,600000001,1
186149,600000001,1
186198,600000001,1
231563,600000001,1
189766,600000001,1
186039,600000001,1
186469,600000001,1
186429,600000001,1
187331,600000001,1
257923,600000001,1
207518,600000001,1
186009,600000001,1
237795,600000001,1
186178,600000001,1
186189,600000001,1
# Hoverboard test (1048576 1 800000001)
# time(ns),sleep_time(ns),repetitions
11896589,800000001,1
860854,800000001,1
189976,800000001,1
187141,800000001,1
198713,800000001,1
308899,800000001,1
187342,800000001,1
186279,800000001,1
187139,800000001,1
186259,800000001,1
237546,800000001,1
186208,800000001,1
216023,800000001,1
254027,800000001,1
189144,800000001,1
186009,800000001,1
188534,800000001,1
233688,800000001,1
187520,800000001,1
186368,800000001,1
187963,800000001,1
185839,800000001,1
187642,800000001,1
186770,800000001,1
237025,800000001,1
213870,800000001,1
187892,800000001,1
186409,800000001,1
189084,800000001,1
185577,800000001,1
# Hoverboard test (1048576 1 1000000001)
# time(ns),sleep_time(ns),repetitions
11599931,1000000001,1
985696,1000000001,1
192411,1000000001,1
323235,1000000001,1
188523,1000000001,1
187180,1000000001,1
187742,1000000001,1
352379,1000000001,1
188343,1000000001,1
187792,1000000001,1
188432,1000000001,1
188512,1000000001,1
235501,1000000001,1
189435,1000000001,1
189805,1000000001,1
312815,1000000001,1
188291,1000000001,1
188532,1000000001,1
187881,1000000001,1
188523,1000000001,1
188622,1000000001,1
188253,1000000001,1
187761,1000000001,1
189765,1000000001,1
187441,1000000001,1
241482,1000000001,1
188503,1000000001,1
188764,1000000001,1
188113,1000000001,1
187531,1000000001,1
