# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn456.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 20.036965 
# Number of iterations (recorded+unrecorded): 1986340306 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	14436.63
999924.69	4137.63
1999799.29	2885.32
2999794.11	3185.88
3999778.91	3205.91
4999773.73	2454.53
5999648.33	5570.28
6999583.04	6091.24
7999627.95	3185.88
8999602.74	4418.15
9999517.41	157220.04
10999552.30	4939.11
11999537.11	2514.64
12999481.83	2514.64
13999426.56	2444.51
14999461.46	2404.44
15999476.31	2434.49
16999350.91	2314.27
17999225.51	2424.47
18999250.39	4528.35
19999295.30	5770.65
20999300.14	4468.24
21999134.66	4438.19
22999229.67	4438.19
23999184.42	4498.30
24999079.05	4277.89
25999073.87	3606.65
26999118.78	5169.54
27999013.42	5159.52
28998948.13	3616.67
29998932.93	3235.97
30998957.81	5369.91
31998872.48	4708.69
32998797.17	3586.62
33998872.14	3195.90
34998846.92	5440.04
35998861.78	4568.43
36998796.49	3336.15
37998811.35	3736.89
38998705.98	4638.56
39998710.82	5500.15
40998635.51	4358.04
41998730.52	4217.78
42998595.10	3446.36
43998529.81	4578.45
44998494.57	3326.14
45998509.43	2544.69
46998484.21	4428.17
47998428.94	4858.96
48998463.84	4538.37
49998338.43	2324.29
50998393.37	2474.57
51998277.98	2314.27
52998322.90	2414.45
53998327.73	2304.25
54998222.37	2404.44
55998217.19	2514.64
56998151.90	4708.69
57998176.78	4638.56
58998151.56	2304.25
59998036.18	2394.42
60997990.92	2304.25
61998055.87	2394.42
62998060.71	2304.25
63997945.33	2394.42
64997950.17	2294.23
65997834.79	2404.44
66997829.61	2454.53
67997874.52	2284.21
68997759.14	4448.21
69997723.90	2284.21
70997768.81	2404.44
71997783.67	2334.31
72997708.36	2464.55
73997582.96	2815.19
74997667.95	2574.75
75997682.81	2314.27
76997607.50	2424.47
77997602.32	3997.37
78997567.08	3095.71
79997441.68	2374.38
80997426.48	2274.20
81997461.38	4147.65
82997416.12	4237.82
83997330.80	4818.89
84997395.75	3867.13
85997270.34	3286.06
86997345.31	5610.35
87997189.86	5470.09
88997314.92	3586.62
89997259.64	3356.19
90997244.45	3997.37
91997068.95	4408.13
92997043.74	3706.84
93997118.70	2314.27
94996993.30	3506.47
95996958.07	4027.43
96997023.02	2504.62
97996937.69	2504.62
98996852.36	4538.37
99996907.29	2384.40
100996882.08	2274.20
101996916.97	4237.82
102996841.66	3456.38
103996766.35	2364.36
104996741.14	2274.20
105996776.03	2394.42
106996730.78	2825.21
107996675.51	4909.06
108996580.16	4067.50
109996645.11	3957.30
110996599.86	2765.10
111996644.77	2274.20
112996499.33	4518.34
113996534.23	4518.34
114996468.94	4027.43
115996393.63	3256.01
116996438.54	3987.36
117996443.38	4638.56
118996348.03	3416.30
119996282.74	2504.62
120996217.45	2965.47
121996302.44	4147.65
122996197.07	2354.34
123996141.80	2454.53
124996186.72	2284.21
125996081.35	2434.49
126996126.26	5810.72
127996050.95	3586.62
128996105.89	2664.92
129996050.61	2334.31
130995975.31	2434.49
131996030.24	2264.18
132995884.80	2404.44
133995879.62	2264.18
134995884.46	2765.10
135995929.37	2284.21
136995803.97	2404.44
137995828.84	4929.09
138995773.57	5700.52
139995748.36	4558.41
140995703.10	4007.39
141995697.92	5069.35
142995642.65	5550.24
143995687.56	3746.91
144995642.31	3546.54
145995506.89	4087.54
146995581.86	4408.13
147995426.40	3817.04
148995431.24	4087.54
149995506.21	4538.37
150995390.83	5420.00
151995405.68	3626.69
152995400.50	3566.58
153995275.10	3957.30
154995199.79	4518.34
155995304.82	3676.78
156995179.42	3566.58
157995234.35	3506.47
158995209.13	5249.68
159995123.80	4408.13
160995068.53	3165.84
161995053.33	3997.37
162995068.19	4057.49
163995063.01	3326.14
164994907.56	2334.31
165994982.52	4307.95
166994957.31	4508.32
167994882.00	2434.49
168994926.91	2304.25
169994811.53	2404.44
170994806.35	2414.45
171994811.19	2264.18
172994836.06	2965.47
173994750.74	2434.49
174994625.33	2474.57
175994660.23	2264.18
176994685.10	4317.97
177994689.94	2254.16
178994534.49	2374.38
179994499.25	2254.16
180994484.05	2404.44
181994448.82	2364.36
182994373.51	2274.20
183994388.37	3496.45
184994353.13	2264.18
185994357.97	2725.03
186994372.83	2264.18
187994217.37	4448.21
188994332.41	4718.71
189994257.11	3536.52
190994141.72	3235.97
191994146.56	4558.41
192994191.47	4568.43
193994196.31	4097.56
194994010.80	3306.10
195994095.79	3987.36
196994050.53	4748.76
197994065.39	3436.34
198994020.14	3847.10
199994035.00	4157.67
200993889.56	4157.67
201993964.53	3366.21
202993849.14	2334.31
203993763.82	4778.82
204993738.60	4528.35
205993823.59	4828.91
206993658.11	3606.65
207993753.12	2414.45
208993597.66	4107.58
209993672.63	4157.67
210993647.41	4868.98
211993532.03	4989.20
212993617.01	3546.54
213993531.69	3606.65
214993456.38	4348.02
215993471.24	4368.06
216993425.98	3586.62
217993400.77	3426.32
218993435.66	3997.37
219993410.44	4458.22
220993285.04	3626.69
221993299.90	3175.86
222993264.66	3596.64
223993169.32	4307.95
224993244.29	3276.04
225993179.00	2544.69
226993153.78	4418.15
227993098.51	4969.17
228993163.46	2344.32
229993088.15	2404.44
230993113.02	2294.23
231992997.64	2664.92
232992952.39	2404.44
233992947.21	2284.21
234993002.14	2444.51
235992876.74	2294.23
236992931.67	2394.42
237992766.19	3356.19
238992751.00	3716.86
239992785.89	2304.25
240992650.47	2404.44
241992645.29	2284.21
242992660.15	3496.45
243992644.95	2394.42
244992649.79	2294.23
245992534.41	2384.40
246992499.17	2294.23
247992544.09	2394.42
248992548.92	2284.21
249992433.54	4718.71
249997172.28	3436.34
250992518.53	4348.02
251992433.20	4077.52
252992407.98	3195.90
253992412.82	7614.05
254992257.37	5299.78
255992332.33	3276.04
256992297.10	2935.42
257992191.74	2925.40
258992226.63	4137.63
259992101.23	2314.27
260992156.16	4778.82
261992130.94	3496.45
262992085.69	2384.40
263992060.47	2284.21
264992105.39	3877.15
265991990.00	2404.44
266991984.82	2274.20
267991999.68	2384.40
268991944.41	2274.20
269991808.99	2955.45
270991893.98	2434.49
271991768.57	4027.43
272991783.43	5029.28
273991698.10	3827.06
274991722.98	3927.25
275991637.65	4688.65
276991672.55	5189.57
277991687.40	4468.24
278991551.98	4378.08
279991616.93	5179.56
280991481.51	5850.79
281991506.39	3907.21
282419295.59	3706.84
282991461.14	6271.57
283991486.01	3336.15
284991420.72	4297.93
285991485.67	4107.58
286991330.22	3085.69
287991375.13	4858.96
288991249.73	3997.37
289991284.62	2795.16
290991189.28	2294.23
291991224.17	2404.44
292991239.03	3446.36
293991153.70	2394.42
294991108.45	2264.18
295991133.32	2394.42
296991138.16	2374.38
297991102.93	2274.20
298990987.54	2384.40
299990932.27	4047.47
300990997.22	2384.40
301990961.99	2334.31
302990876.66	3115.75
303990931.59	2434.49
304990796.17	4177.71
305990821.05	4858.96
306990775.79	3716.86
307990700.48	3346.17
308990665.25	5580.29
309990640.03	5700.52
310990694.96	3286.06
311990649.71	5299.78
312990654.55	4338.00
313990489.07	4618.52
314990554.02	2284.21
315990568.88	2364.36
316990493.57	2374.38
317990478.37	2244.14
318990483.21	2374.38
319990437.96	2254.16
320990452.82	2364.36
321990407.56	2254.16
322990242.09	2364.36
323990186.82	2254.16
324990181.64	2404.44
325990196.49	2254.16
326990181.30	2364.36
327990146.06	3606.65
328990040.70	2304.25
329990085.61	2354.34
330990020.32	2264.18
331990015.14	2354.34
332989949.85	2264.18
333989954.69	2354.34
334989919.45	2264.18
335989914.27	2885.32
336989939.15	2514.64
337989893.90	3286.06
338989818.59	3967.32
339989773.33	4798.85
340989818.25	3706.84
341989712.88	3205.91
342989697.68	4348.02
343989712.54	4307.95
344989637.23	3736.89
345989561.92	2334.31
346989656.93	4077.52
347989571.60	4889.02
348989586.46	2284.21
349989471.08	4007.39
350989465.90	2274.20
351989470.74	2364.36
352989445.52	2304.25
353989310.10	2424.47
354989324.96	2254.16
355989339.81	2354.34
356989304.58	2264.18
357989299.40	2364.36
358989224.09	2364.36
359989198.87	2244.14
360989213.73	3616.67
361989118.39	2254.16
362989133.24	4778.82
363989108.03	3446.36
364989012.68	2364.36
365988987.46	2254.16
366988972.27	2394.42
367988947.05	2264.18
368988951.89	2895.34
369988966.75	2494.60
370988871.40	2284.21
371988886.26	2344.32
372988820.97	2254.16
373988815.79	2354.34
374988760.52	2254.16
375988745.32	2354.34
376988680.03	2264.18
377988684.87	2344.32
378988589.52	2414.45
379988614.40	2324.29
380988529.07	6261.55
381988624.07	4428.17
382988468.62	4097.56
383988433.38	3426.32
384988468.28	3977.34
385988433.04	4378.08
386988407.82	3366.21
387988442.72	3326.14
388988397.47	5800.70
389988262.05	6281.59
390988296.94	5650.42
391988231.65	3466.39
392988156.34	3827.06
393988121.11	4338.00
394988206.09	3256.01
395988170.86	2394.42
396988175.70	3907.21
397988050.29	4868.98
398988015.06	2314.27
399988049.95	4147.65
400988014.72	2374.38
401987999.52	3115.75
402987904.18	3907.21
403987969.13	4568.43
404987923.87	3576.60
405987848.56	3115.75
406987723.16	3887.17
407987748.04	4187.73
408987662.71	4177.71
409987707.62	3245.99
410987762.55	5560.26
411987717.30	5560.26
412987551.83	3266.03
413987656.85	5089.39
414987621.61	4297.93
415987586.38	5139.48
416987501.05	4858.96
417987455.80	3546.54
418987520.75	3185.88
419987485.51	4668.61
420987480.33	4217.78
421987435.08	3476.41
422987419.88	2424.47
423987254.41	4067.50
424987299.32	6321.66
425987274.10	3686.80
426987278.94	4538.37
427987163.56	4768.80
428987118.31	4718.71
429987153.20	3245.99
430987178.08	4057.49
431987052.67	3907.21
432987107.61	5349.87
433986982.20	4638.56
434986956.99	3867.13
435986961.83	4488.28
436986966.67	4277.89
437986921.41	6221.48
438986846.10	5399.96
439986810.87	4889.02
440986765.61	4558.41
441986840.58	4378.08
442986705.16	6051.16
443986760.09	4297.93
444986624.67	3877.15
445986639.53	3997.37
446986604.30	4468.24
447986659.23	4848.95
448986603.96	3416.30
449986518.63	4618.52
450986473.38	4368.06
451986438.14	3446.36
452986513.11	3506.47
453986487.89	3987.36
454986442.64	4428.17
455986287.18	3786.99
456986302.04	2304.25
457986336.93	4267.87
458986271.64	4788.83
459986296.52	2464.55
460986201.17	2274.20
461986236.07	3776.97
462986170.78	3586.62
463986045.38	2274.20
464986040.20	4979.19
465986065.07	3486.43
466986019.82	3957.30
467985944.51	4538.37
468986019.48	3576.60
469985964.21	764600.56
470750584.80	3937.26
470986009.12	5219.63
471985923.79	5840.78
472985848.48	3566.58
473985933.47	3496.45
474985727.92	3666.76
475985702.70	4478.26
476985797.71	3636.71
477985802.55	3516.49
478985637.07	4017.41
479985661.95	4548.39
480985646.75	3346.17
481985661.61	2504.62
482985576.28	4007.39
483985601.16	4899.04
484985595.98	2454.53
485985460.56	2304.25
486985525.51	2414.45
487985370.05	3396.27
488985404.94	3867.13
489985409.78	2294.23
490985284.38	2414.45
491985309.26	2274.20
492985344.15	3436.34
493985228.77	3706.84
494985243.63	3085.69
495985118.23	2384.40
496985093.01	2274.20
497985127.90	2384.40
498985092.67	3626.69
499985007.34	3817.04
500984992.14	2274.20
501985027.04	2384.40
502984991.80	2284.21
502987296.05	2785.14
503984886.44	4277.89
504985011.50	3656.75
505984805.95	2274.20
506984820.81	2434.49
507984865.72	4498.30
508984830.48	4207.76
509984705.08	4147.65
510984669.85	6071.20
511984714.76	4287.91
512984719.60	4117.60
513984654.31	4267.87
514984579.00	4909.06
515984623.91	5099.41
516984498.51	3626.69
517984583.50	4177.71
518984428.04	4798.85
519984472.96	2424.47
520984487.81	2264.18
521984312.32	2394.42
522984447.40	2264.18
523984301.96	2394.42
524984306.80	2274.20
525984341.69	2394.42
526984316.48	2394.42
527984321.32	3496.45
528984125.78	2394.42
529984130.62	4047.47
530984165.52	4177.71
531984170.36	5580.29
532984044.96	4077.52
533984029.76	3997.37
534984024.58	4708.69
535983899.18	4588.46
536983934.07	3756.93
537983878.80	2454.53
538983933.73	4438.19
539983888.48	4638.56
540983763.08	2314.27
541983818.01	2374.38
542983782.77	3316.12
543983707.46	2384.40
544983682.25	2274.20
545983717.14	2384.40
546983691.92	2384.40
547983636.65	2274.20
548983671.55	3215.93
549983506.07	3997.37
550983500.89	2394.42
551983475.68	2274.20
552983510.57	2394.42
553983485.35	2274.20
554983520.25	2394.42
555983324.72	2254.16
556983339.57	2394.42
557983344.41	2434.49
558983389.33	3696.82
559983233.87	5049.32
560983228.69	3446.36
561983193.45	3326.14
562983158.22	3756.93
563983203.13	4518.34
564983167.90	3726.88
565983082.57	3306.10
566983027.30	4889.02
567983112.29	4508.32
568983057.01	3887.17
569982981.70	4217.78
570983036.64	4758.78
571982991.38	4157.67
572982916.07	3887.17
573982860.80	2534.68
574982825.57	4508.32
575982830.41	4027.43
576982755.10	2424.47
577982739.90	2424.47
578982754.76	2274.20
579982609.32	2414.45
580982614.16	2274.20
581982649.05	3847.10
582982663.91	4949.13
583982538.51	3997.37
584982583.42	3446.36
585982518.13	4568.43
586982432.80	4488.28
587982527.81	3386.25
588982442.48	3626.69
589982377.19	2875.30
590982361.99	4207.76
591982306.72	2334.31
592982221.39	3426.32
593982256.29	3636.71
594982180.98	5730.57
595982306.04	4508.32
596982260.78	3957.30
597982075.27	3556.56
598982090.13	4017.41
599982094.97	4909.06
600982099.81	3416.30
601982054.55	3736.89
602982109.49	3486.43
603982414.88	3947.28
604981958.87	4067.50
605981893.58	3266.03
606981918.45	3817.04
607981903.25	4187.73
608981827.95	4388.10
609981782.69	2374.38
610981737.44	4378.08
611981782.35	4808.87
612981687.01	2424.47
613981691.84	2294.23
614981716.72	2394.42
615981691.50	2294.23
616981576.12	2374.38
617981540.89	4758.78
618981465.58	3566.58
619981520.51	2384.40
620981495.29	2254.16
621981490.11	3256.01
622981364.71	3897.19
623981399.61	4879.00
624981374.39	3827.06
625981419.30	3656.75
626981233.79	3947.28
627981298.74	5119.44
628981233.45	3266.03
629981158.14	2444.51
630981213.07	4498.30
631981197.87	4648.58
632981092.51	2424.47
633981107.37	2324.29
634981012.02	6181.40
635981076.97	2374.38
636981031.72	2394.42
637981016.52	3706.84
638980891.12	5059.33
639980895.96	3716.86
640980820.65	3516.49
641980775.39	4027.43
642980790.25	4778.82
643980835.16	3356.19
644980709.76	2354.34
645980794.75	4177.71
646980639.29	4538.37
647980594.04	2484.58
648980658.99	2294.23
649980703.90	4047.47
650980588.52	2394.42
651980593.36	2274.20
652980477.98	2384.40
653980422.70	2274.20
654980437.56	2384.40
655980402.33	3326.14
656980367.09	2394.42
657980341.87	2274.20
658980386.79	4117.60
659980351.55	4638.56
660980236.17	3626.69
661980230.99	3666.76
662980195.75	4037.45
663980190.57	4388.10
664980175.38	3506.47
665980170.20	3837.08
666980144.98	4247.84
667980059.65	4718.71
668980074.51	4187.73
669979999.20	4057.49
670980044.11	4448.21
671980008.88	4438.19
672979883.48	3586.62
673979978.48	3506.47
674979923.21	5099.41
675979898.00	4858.96
676979872.78	3877.15
677979797.47	2324.29
678979702.12	4237.82
679979757.06	5009.24
680979691.76	4368.06
681979686.59	4358.04
682979611.28	3456.38
683979576.04	3245.99
684979630.97	4838.93
685979515.59	5520.18
686979510.41	3055.64
687979565.34	3436.34
688979490.03	4107.58
689979414.72	4899.04
690979409.54	2404.44
691979424.40	3025.58
692979389.17	3596.64
693979303.84	2304.25
694979348.75	2374.38
695979323.54	3626.69
696979238.21	6241.51
697979132.84	3797.00
698979127.66	3326.14
699979092.43	5189.57
700979137.34	6051.16
701979042.00	3616.67
702979116.96	4778.82
703979091.75	4438.19
704979046.49	4358.04
705979001.24	3646.73
706979006.08	2304.25
707978890.70	3105.73
708978955.65	4788.83
709978880.34	3786.99
710978835.08	2304.25
711978719.70	2424.47
712978754.60	2274.20
713978759.43	2354.34
714978684.13	2354.34
715978618.84	2244.14
716978623.67	2364.36
717978568.40	2254.16
718978583.26	2364.36
719978558.04	4648.58
720978552.86	3566.58
721978427.46	2264.18
722978452.34	4448.21
723978427.12	5069.35
724978421.94	4067.50
725978386.71	3346.17
726978351.47	4688.65
727978386.37	4919.07
728978281.00	3235.97
729978205.69	2424.47
730978210.53	3656.75
731978165.28	4428.17
732978190.15	2284.21
733978064.75	2384.40
734978039.54	2394.42
735978014.32	2254.16
736978029.18	3276.04
737978074.09	3566.58
738977958.71	4207.76
739978003.62	4548.39
740977978.40	3696.82
741977893.08	3185.88
742977867.86	4728.72
743977792.55	4317.97
744977877.54	3356.19
745977772.17	2394.42
746977756.98	5149.50
747977781.85	5049.32
748977696.52	3766.95
749977621.21	4217.78
750977656.11	4197.74
751977670.97	4838.93
752977625.71	4909.06
753977480.27	4418.15
754977465.08	3696.82
755977469.92	5420.00
756977454.72	5500.15
757977459.56	4628.54
757982108.13	2414.45
758977354.19	4207.76
759191879.96	3245.99
759272749.15	2755.08
759279902.34	2174.01
759977379.07	4959.15
760977343.83	7303.47
761977368.71	6522.03
762977183.20	3797.00
763977288.22	3225.95
764072824.47	2524.66
764079596.96	2354.34
764977283.04	3947.28
765977217.75	3426.32
766977082.33	4207.76
767977097.19	3346.17
768977071.97	3736.89
769977126.90	4167.69
770976941.39	4668.61
771976946.23	3606.65
772976991.14	2274.20
773976995.98	2384.40
774976970.76	2264.18
775976815.31	2384.40
776976790.09	2384.40
777976754.86	2284.21
778976799.77	2374.38
779976764.53	2264.18
780976769.37	2374.38
781976734.14	2264.18
782491704.17	3175.86
782976738.98	4177.71
783976583.52	2274.20
784976618.41	2374.38
785976583.18	2264.18
786976588.02	4017.41
787976592.86	4678.63
788976517.55	3446.36
789976482.31	3486.43
790976467.12	4979.19
791976451.92	4358.04
792976296.46	3296.08
793976381.45	3256.01
794976276.08	3807.02
795976220.81	4348.02
796976315.82	3386.25
797976240.51	3917.23
798976135.14	3556.56
799976160.02	4728.72
800976184.90	3576.60
801976159.68	3165.84
802976104.41	5039.30
803975989.02	6612.20
804976104.07	4177.71
805975998.70	3736.89
806976053.63	5440.04
807975898.18	5670.46
808975893.00	4458.22
809975947.93	3536.52
810975772.43	3676.78
811975757.24	4788.83
812975832.20	3256.01
813975796.97	2524.66
814975761.73	4137.63
815975726.50	4879.00
816975701.28	2344.32
817975605.94	2394.42
818975590.74	2394.42
819975605.60	2264.18
820975630.47	2414.45
821975485.03	4778.82
822975439.78	3917.23
823975815.30	3907.21
824975379.33	4919.07
825975374.15	3967.32
826975378.99	4017.41
827975383.83	5910.90
828975348.59	4748.76
829975243.23	4157.67
830975288.14	2334.31
831975212.83	4267.87
832975127.50	4788.83
833975182.44	2404.44
834975177.26	2294.23
835975061.87	2374.38
836975026.64	2264.18
837975041.50	3626.69
838974956.17	3526.51
839974971.03	2324.29
840975056.01	2384.40
841974850.46	2264.18
842974855.30	3426.32
843974900.22	2254.16
844974915.07	2374.38
845974879.84	2264.18
846974724.38	4768.80
847974839.42	5650.42
848974734.06	7824.43
849974648.73	7443.73
850974743.74	4698.67
851974618.34	4979.19
852974643.21	4848.95
853974638.03	5209.61
854974652.89	4618.52
855974447.34	4578.45
856974512.29	5620.37
857974406.93	5109.43
858974461.86	4899.04
859974386.55	4528.35
860974431.46	5920.92
861974346.13	4838.93
862974280.84	4127.61
863974245.61	3827.06
864974210.37	5019.26
865974205.19	4558.41
866974169.96	3316.12
867974094.65	3736.89
868974149.58	4097.56
869974194.49	5139.48
870974109.17	4007.39
871974073.93	4608.50
872974048.71	4408.13
873974053.55	4277.89
874973898.10	4518.34
875973932.99	4618.52
876973897.76	4408.13
877973892.58	4287.91
878973917.45	2334.31
879973842.14	4267.87
880973756.82	4428.17
881973801.73	5029.28
882973776.51	3486.43
883973731.26	4177.71
884973746.12	4698.67
885973590.66	3436.34
886973565.44	3356.19
887973550.24	4157.67
888973525.03	6692.35
889973519.85	2444.51
890973574.78	2504.62
891973489.45	2404.44
892973514.33	2304.25
893973378.91	2394.42
894973353.69	2304.25
895973388.59	2404.44
896973343.33	2274.20
897973207.91	2364.36
898973332.97	2264.18
899973187.54	4127.61
900973122.25	3256.01
901973187.19	5129.46
902973192.03	3496.45
903973146.78	4047.47
904973041.42	2424.47
905973086.33	2254.16
906973071.13	2404.44
907973055.93	2254.16
908972900.48	4137.63
909972855.22	3897.19
910972910.15	3185.88
911972864.90	2254.16
912972879.76	2424.47
913972894.62	3646.73
914972849.36	5109.43
915972713.94	3586.62
916972648.65	3145.80
917972723.62	4157.67
918972698.40	5199.59
919972542.95	3556.56
920972637.95	3366.21
921972642.79	3556.56
922972507.37	4658.59
923972442.08	4828.91
924972537.09	4688.65
925972421.70	3977.34
926972386.47	4538.37
927972391.31	3807.02
928972436.22	3456.38
929972360.91	3736.89
930972245.53	4518.34
931972220.31	4317.97
932972305.30	3666.76
933972280.08	4317.97
934972264.88	4518.34
935972179.56	2434.49
936972174.38	2274.20
937972038.96	3436.34
938972113.92	2274.20
939971978.51	2384.40
940971973.33	3867.13
941971978.16	2444.51
942972013.06	2254.16
943971857.60	3736.89
944971912.53	2374.38
945971877.30	2274.20
946971912.19	3235.97
947971766.75	2474.57
948971851.74	3957.30
949971816.51	4969.17
950971731.18	3586.62
951971715.98	3185.88
952971710.80	4147.65
953971675.57	4658.59
954971620.29	3596.64
955971605.10	3276.04
956971519.77	3847.10
957971534.63	4658.59
958971489.37	3386.25
959971424.08	3276.04
960971519.09	3646.73
961971303.52	4338.00
962971378.49	3235.97
963971323.22	2454.53
964971368.13	4027.43
965971212.67	5740.59
966971257.59	4227.80
967971122.17	2324.29
968971187.12	2384.40
