timestamp, temperature_gpu, power_draw_w, utilization_gpu, utilization_memory, memory_used_mib, memory_free_mib, total_energy_consumption_j
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501014847
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501014847
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501020500
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 56, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 0, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501026304
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 57, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501032096
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501037930
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501037930
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501037930
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501037930
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501037930
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501037930
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501037930
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501037930
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501037930
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501037930
1.72288e+18, 31, 58, 1, 0, 1984, 40965, 63501037930
