# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
23613371,1000000000,1
2938597,1000000000,1
2936388,1000000000,1
2846336,1000000000,1
2786412,1000000000,1
2517495,1000000000,1
2452402,1000000000,1
3104453,1000000000,1
2403669,1000000000,1
2505413,1000000000,1
2689419,1000000000,1
2427241,1000000000,1
2466312,1000000000,1
2418181,1000000000,1
2451782,1000000000,1
2957459,1000000000,1
2427781,1000000000,1
2409249,1000000000,1
2369919,1000000000,1
2470683,1000000000,1
2718001,1000000000,1
2413090,1000000000,1
2674649,1000000000,1
2731471,1000000000,1
2764403,1000000000,1
2455422,1000000000,1
2424801,1000000000,1
2391930,1000000000,1
2902166,1000000000,1
2693010,1000000000,1
# Hoverboard test (1048576 1 800000000)
# time(ns),sleep_time(ns),repetitions
21761949,800000000,1
2316198,800000000,1
2539985,800000000,1
2173573,800000000,1
2694509,800000000,1
2214863,800000000,1
2624007,800000000,1
2200793,800000000,1
2665749,800000000,1
2163211,800000000,1
2708640,800000000,1
2280746,800000000,1
2731020,800000000,1
2287326,800000000,1
2387399,800000000,1
2202192,800000000,1
2332878,800000000,1
2158882,800000000,1
2760242,800000000,1
2194013,800000000,1
2605246,800000000,1
2199323,800000000,1
2403339,800000000,1
2207654,800000000,1
2335907,800000000,1
2242394,800000000,1
2629227,800000000,1
2168653,800000000,1
2680128,800000000,1
2237085,800000000,1
# Hoverboard test (1048576 1 600000000)
# time(ns),sleep_time(ns),repetitions
23904820,600000000,1
3513306,600000000,1
2714699,600000000,1
3320731,600000000,1
2942508,600000000,1
3097923,600000000,1
2879066,600000000,1
2912897,600000000,1
2382799,600000000,1
2619278,600000000,1
2475032,600000000,1
2825783,600000000,1
2849946,600000000,1
2660728,600000000,1
2782692,600000000,1
2572166,600000000,1
2529644,600000000,1
2670869,600000000,1
2516014,600000000,1
2775612,600000000,1
2569175,600000000,1
2532353,600000000,1
2168881,600000000,1
2228334,600000000,1
2132551,600000000,1
2257104,600000000,1
2142492,600000000,1
2527945,600000000,1
2310257,600000000,1
2555184,600000000,1
# Hoverboard test (1048576 1 400000000)
# time(ns),sleep_time(ns),repetitions
31348018,400000000,1
2166722,400000000,1
2259244,400000000,1
2656809,400000000,1
2249364,400000000,1
2318687,400000000,1
2777523,400000000,1
