# size n PRTT(1,0,s) PRTT(n,0,s) PRTT(n,PRTT(1,0,s),s) L o_s o_r g G lsqu(g,G)
# to get o: plot "./loggp.out" using 1:(($5-$3)/($2-1)-$3)
# to get g,G: plot "./loggp.out" using 1:($4-$3)/($2-1)
1 10 37.088849 95.397039 430.436639 18.544424 6.616461 5.587762 -nan -nan -nan
1025 10 42.228689 116.386387 481.335059 18.544424 6.560907 5.493318 6.476968 0.001720 -nan
2049 10 40.628739 122.306204 459.005752 18.544424 5.857596 7.709978 6.631674 0.001268 0.377845
3073 10 44.388622 172.744638 523.543749 18.544424 8.850836 6.478871 5.883789 0.002362 1.470629
4097 10 45.018603 178.864448 540.863212 18.544424 10.075243 6.698870 6.021586 0.002227 1.226786
5121 10 66.357940 112.416511 716.627756 18.544424 5.894261 6.094427 8.368119 0.000510 4.378310
6145 10 65.917954 108.516632 723.387546 18.544424 7.134223 7.136647 9.577520 -0.000198 4.499381
7169 10 96.007020 176.934508 1012.108584 18.544424 5.782043 8.464421 6.631674 0.001268 0.377845
7169 10 96.007020 176.934508 1012.108584 18.544424 5.782043 8.464421 18.343524 -0.001760 5.010356
8193 10 97.086986 251.682188 1026.618134 18.544424 6.194252 18.096616 5.086347 0.000829 6.337218
9217 10 72.897737 190.474088 813.774740 18.544424 9.421930 18.227727 4.827175 0.000876 5.489446
10241 10 69.107855 169.734731 740.257022 18.544424 5.464275 8.471087 6.417215 0.000602 4.984155
11265 10 101.406852 184.884261 1057.687169 18.544424 4.846516 8.974419 8.379933 0.000283 4.711594
12289 10 77.917581 194.363967 847.423696 18.544424 7.583098 11.937744 7.922067 0.000353 4.374050
13313 10 106.506694 277.611383 1133.254824 18.544424 7.576431 12.063300 5.599543 0.000693 4.480782
14337 10 144.825505 285.351143 1460.074679 18.544424 1.313293 13.638851 5.576585 0.000697 4.224569
15361 10 106.786685 298.160745 1162.353921 18.544424 10.498563 14.467737 4.170196 0.000884 4.220779
16385 10 98.266950 228.302913 1020.198333 18.544424 4.169871 15.236624 5.233130 0.000749 4.166687
17409 10 110.686564 261.481884 1169.103711 18.544424 6.915341 15.142180 5.578246 0.000706 4.006943
18433 10 126.776065 262.251860 1350.798071 18.544424 9.226380 13.515518 6.317300 0.000620 3.943916
19457 10 82.447441 203.083696 879.692694 18.544424 6.135365 13.937739 7.268203 0.000513 3.975862
20481 10 130.065963 228.242915 1362.337713 18.544424 6.853121 13.765517 8.478963 0.000381 4.149030
21505 10 81.527469 216.313286 874.502855 18.544424 6.580907 14.108850 8.757914 0.000352 4.035192
22529 10 83.887396 225.493001 903.791946 18.544424 7.213109 12.156633 8.904090 0.000337 3.920255
23553 10 89.797213 228.472908 961.850144 18.544424 7.097557 15.417735 9.110133 0.000317 3.822132
24577 10 136.445765 281.241270 1384.047039 18.544424 2.176599 16.055511 9.220083 0.000307 3.724093
25601 10 110.066584 238.762589 1148.844340 18.544424 5.353167 16.387732 9.571344 0.000275 3.673616
26625 10 144.105527 282.941218 1475.754193 18.544424 3.855436 17.154397 9.745880 0.000259 3.596905
27649 10 96.627001 255.132081 1050.567390 18.544424 9.366376 17.501062 9.666721 0.000266 3.516865
28673 10 144.505515 293.570888 1531.642458 18.544424 9.620812 18.101061 9.745592 0.000259 3.442439
29697 10 143.955532 272.241550 1505.293276 18.544424 7.304218 18.749948 10.073453 0.000233 3.423518
30721 10 156.325148 316.310182 1618.399765 18.544424 6.127588 20.879942 10.019437 0.000237 3.355909
