timestamp, temperature_gpu, power_draw_w, utilization_gpu, utilization_memory, memory_used_mib, memory_free_mib, total_energy_consumption_j
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116743140
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116743140
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116743140
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116743140
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116743140
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116743140
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116743140
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116743140
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116743140
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116743140
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116743140
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116743140
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116743140
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116743140
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116752417
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116761668
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116770963
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116770963
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116770963
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116770963
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116770963
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116770963
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116770963
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116770963
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116770963
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116770963
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116770963
1.7229e+18, 33, 92, 0, 0, 2317, 98167, 102116770963
