# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn830.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 38.997612 
# Number of iterations (recorded+unrecorded): 999826032 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	5020.69
1000027.77	4270.74
1999874.54	4430.73
2122270.05	10511.36
2145159.65	3440.79
2230248.44	6730.59
2273096.81	4249.74
2671103.44	4559.72
2776199.01	381.98
2999921.31	2980.82
3207225.62	6099.63
3999859.08	3310.80
4029568.26	6061.63
4999845.85	4100.75
5999643.63	2820.83
6999601.40	5030.69
7999618.17	4301.74
8999615.94	3459.79
9999452.71	4681.71
10999459.48	3161.81
11999317.26	2859.82
12999184.03	3570.78
13999171.80	3070.81
14999158.57	3740.77
15999096.34	3299.80
16999092.11	2590.84
17999009.88	3211.80
18998906.66	2851.83
19998904.43	3230.80
20998822.20	3879.76
21998757.97	2472.85
22192952.08	7711.53
22998665.75	3511.78
23998713.51	3120.81
24998491.29	6839.58
25998488.06	4290.74
26998415.83	7929.51
27998701.58	3401.79
28998338.37	3390.79
29998276.15	2001.88
30998233.92	4169.74
31998101.69	2929.82
32998037.46	1851.89
33998035.23	1369.92
34998022.00	1341.92
35997789.78	1420.91
36997816.55	4021.75
37503639.58	21401.69
37997833.32	2850.83
38997781.09	2570.84
39997667.86	2280.86
40997585.64	2089.87
41997502.41	1341.92
42997440.18	2769.83
43997307.96	1619.90
44997263.73	1460.91
45862265.76	371.98
45997190.50	4141.75
46997199.27	2670.84
47997195.04	1431.91
48997082.81	3560.78
49997099.58	2100.87
50996938.36	3360.79
51996934.12	1831.89
52996861.90	1391.91
53996708.67	1990.88
54996636.45	3120.81
55594476.84	9861.40
55996664.21	4209.74
56996659.98	3661.78
57996538.76	2359.86
58996544.52	1480.91
59996441.30	1501.91
60996399.07	1831.89
61996325.84	1350.92
62996294.61	3400.79
63996191.39	2069.87
64996079.16	1750.89
65995934.94	1700.90
66241656.89	420.97
66995921.71	1570.90
67995959.47	1341.92
68896069.36	6962.57
68995916.24	4370.73
69995895.01	2930.82
70995691.79	2810.83
71995708.56	2430.85
72242199.47	400.98
72995576.33	1640.90
73965113.97	2179.87
73995502.11	184375.71
74995459.88	8651.47
75995597.64	5820.64
76995424.42	4430.73
77995221.20	4310.74
78995228.96	2819.83
79995196.73	1420.91
80075552.81	351.98
80995043.51	2380.85
81995070.28	3270.80
82994997.05	2830.83
83994994.82	1589.90
84994862.59	1629.90
85994778.37	2801.83
86994747.14	1309.92
87994652.91	1341.92
88994590.68	1720.89
89994588.45	1319.92
90994515.22	1891.88
91994453.00	1599.90
92994329.77	1330.92
93994267.54	1320.92
94994184.32	1369.92
95994151.09	1310.92
96994057.86	1341.92
97993995.63	1269.92
98994053.40	1330.92
99993940.17	1350.92
100993887.94	1319.92
101993803.72	1281.92
102993690.49	2991.82
103993699.26	2199.87
104993675.03	2590.84
105993593.80	1499.91
106993559.57	3820.77
107993396.35	2032.88
108993385.12	8009.51
109993540.88	2201.87
110993198.66	7241.56
111993366.42	2230.86
112993153.20	2060.87
113993170.97	1519.91
114992967.75	2401.85
115615386.64	32070.04
115993024.52	4741.71
116993011.28	3041.81
117992850.06	1889.88
118992816.83	1500.91
119992753.60	1521.91
120992741.37	1319.92
121992657.15	2601.84
122992575.92	4259.74
123992542.69	1900.88
124992410.46	1429.91
125992267.24	1370.92
126992234.01	1381.92
127992220.78	1281.92
128992098.56	2769.83
129992145.32	1411.91
130992023.10	1320.92
131991939.87	2650.84
132991897.64	1800.89
133991844.41	2729.83
134991862.18	1460.91
135991788.95	2480.85
136991726.72	2599.84
137991643.50	1620.90
138991551.27	1409.91
139991557.04	1741.89
140991443.81	1341.92
141991382.58	1279.92
142991259.36	2770.83
143991226.13	2460.85
144991152.90	2911.82
145991070.67	2241.86
146991118.44	2890.82
