timestamp, temperature_gpu, power_draw_w, power_limit_w, utilization_gpu, utilization_memory, memory_used_mib, memory_free_mib, clocks_throttle_reasons_active, clocks_current_sm_mhz, clocks_applications_graphics_mhz, clocks_current_memory_mhz, clocks_max_memory_mhz, pstate
1719611031515813497, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031522694233, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031524883657, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031527060700, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031529237638, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031531417447, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031533591274, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031535759477, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031537930867, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031540290639, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031542459146, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031544641432, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031546809405, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031548977511, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031551149425, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031553317932, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031555490552, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031557662512, 30, 72, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031560948974, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031563129743, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031565312373, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031567480804, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031569650621, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031571820604, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031573987064, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031576153636, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031578323731, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031580554883, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031582723087, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031584894376, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031587061217, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031589227509, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031591398530, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031593564618, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031595731475, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031597901469, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031600120796, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031602287872, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031604459350, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031606627134, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031608792909, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031610962307, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031613128267, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031615294539, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031617465274, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031620204981, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031622373459, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031624547970, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031626714334, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031628880650, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031631050484, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031633216466, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031635381606, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031637552080, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031640495809, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031642662583, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031644832945, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031646999931, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031649166706, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031651336216, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031653502370, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031655667886, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031657837173, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031662503953, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031664671305, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031666842748, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031669007736, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031671173308, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031673342095, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031675508210, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031677673435, 30, 74, 400, 0, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031680210871, 30, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031682377707, 30, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031684545489, 30, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031686715639, 30, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031688881656, 30, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031691047748, 30, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031693217735, 30, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031695383576, 30, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031697549643, 30, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031700355005, 31, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031702523411, 31, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031704690758, 31, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031706860570, 31, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031709033944, 31, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031711199826, 31, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031713369494, 31, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031715535236, 31, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031717701571, 31, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031720408883, 31, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
1719611031722578175, 31, 74, 400, 2, 0, 1116, 41833, 0, 1410, 1410, 1215, 1215, 0
