# size n PRTT(1,0,s) PRTT(n,0,s) PRTT(n,PRTT(1,0,s),s) L o_s o_r g G lsqu(g,G)
# to get o: plot "./loggp.out" using 1:(($5-$3)/($2-1)-$3)
# to get g,G: plot "./loggp.out" using 1:($4-$3)/($2-1)
1 10 5.179759 7.459653 52.277569 2.589880 0.053331 0.245546 -nan -nan -nan
1025 10 6.849681 11.519464 70.066741 2.589880 0.174436 0.531090 0.253062 0.000259 -nan
2049 10 7.889633 13.209386 80.466258 2.589880 0.174436 0.596643 0.285377 0.000165 0.078924
3073 10 8.369611 14.409330 85.466025 2.589880 0.196658 0.662196 0.309634 0.000129 0.072901
4097 10 8.759593 15.179294 89.855821 2.589880 0.251099 0.722194 0.334991 0.000105 0.075379
5121 10 9.269569 16.149249 95.105577 2.589880 0.267765 0.771081 0.355343 0.000090 0.074958
6145 10 9.589554 16.859216 98.615413 2.589880 0.302208 0.826634 0.373118 0.000079 0.074533
7169 10 9.709548 17.689177 100.475327 2.589880 0.375538 0.887743 0.382407 0.000075 0.070222
8193 10 10.309521 19.429096 105.965072 2.589880 0.318874 1.013294 0.379684 0.000076 0.065222
9217 10 11.249477 23.418911 117.564532 2.589880 0.563307 1.253284 0.340116 0.000090 0.098855
10241 10 11.509465 23.668899 120.194410 2.589880 0.566640 1.323282 0.328628 0.000094 0.096041
11265 10 11.589461 24.588856 121.374355 2.589880 0.608861 1.407723 0.321669 0.000096 0.092245
12289 10 11.789452 25.388819 123.724246 2.589880 0.647748 1.451054 0.320902 0.000096 0.087967
13313 10 12.099437 26.208781 127.184085 2.589880 0.687746 1.488831 0.325191 0.000095 0.084738
14337 10 12.229431 27.008744 129.193991 2.589880 0.766631 1.589938 0.330733 0.000094 0.082345
15361 10 12.509418 28.188689 132.673829 2.589880 0.842183 1.654380 0.334360 0.000093 0.079780
16385 10 13.049393 29.578624 139.243524 2.589880 0.972177 1.801041 0.337146 0.000093 0.077348
17409 10 14.189340 31.968513 152.362914 2.589880 1.163279 1.994367 0.335135 0.000093 0.075045
18433 10 14.459327 35.168364 156.042742 2.589880 1.272163 2.067697 0.313017 0.000097 0.090521
19457 10 14.799312 34.308404 159.902563 2.589880 1.323272 2.159916 0.315905 0.000097 0.088262
20481 10 14.809311 35.438352 160.712525 2.589880 1.402157 2.258801 0.316060 0.000097 0.085909
21505 10 14.899307 36.388308 162.402447 2.589880 1.489931 2.326576 0.316446 0.000097 0.083739
22529 10 14.979303 36.808288 163.892377 2.589880 1.566594 2.388796 0.321399 0.000096 0.082748
23553 10 15.309288 37.578252 167.642203 2.589880 1.616591 2.441016 0.329005 0.000095 0.083356
24577 10 15.679271 38.358216 171.582020 2.589880 1.643257 2.552123 0.338841 0.000094 0.085786
25601 10 16.409237 44.567927 180.571602 2.589880 1.831026 3.068769 0.311826 0.000097 0.112296
26625 10 16.669225 45.877866 183.711456 2.589880 1.891023 3.209875 0.288335 0.000100 0.128233
27649 10 16.979210 46.937817 187.031301 2.589880 1.915466 3.290983 0.269973 0.000102 0.136177
28673 10 16.969211 48.077764 187.531278 2.589880 1.982130 3.403200 0.253118 0.000103 0.142233
29697 10 16.999209 48.577741 188.381238 2.589880 2.043238 3.449865 0.242147 0.000105 0.143327
30721 10 17.189201 49.257709 190.531138 2.589880 2.071015 3.493197 0.235928 0.000105 0.142044
31745 10 17.329194 49.937677 192.351054 2.589880 2.117679 3.606526 0.233343 0.000106 0.139873
32769 10 17.439189 50.957630 195.250919 2.589880 2.317670 4.287610 0.231514 0.000106 0.137712
33793 10 19.289103 59.017255 213.590066 2.589880 2.299893 4.359830 0.198650 0.000109 0.169484
34817 10 19.689084 60.817171 218.319846 2.589880 2.381000 4.555378 0.167928 0.000111 0.192704
35841 10 19.819078 62.527092 220.349752 2.589880 2.462108 4.666484 0.138129 0.000114 0.212117
36865 10 19.969071 63.217060 222.209665 2.589880 2.502106 4.835367 0.114992 0.000116 0.221895
37889 10 20.059067 63.947026 223.239617 2.589880 2.516550 4.835367 0.097071 0.000117 0.226420
38913 10 20.179061 64.796986 224.909539 2.589880 2.568769 4.915364 0.083200 0.000118 0.227954
39937 10 20.199061 65.856937 225.979490 2.589880 2.665432 5.085357 0.071254 0.000119 0.228420
40961 10 20.619041 67.576857 230.269290 2.589880 2.675431 5.202019 0.059699 0.000120 0.228800
41985 10 21.099019 69.896749 237.108972 2.589880 2.902087 5.479786 0.045862 0.000121 0.230771
43009 10 21.469001 73.116599 241.908749 2.589880 3.024304 5.630891 0.025226 0.000123 0.238722
44033 10 21.978978 75.176504 246.648528 2.589880 2.984306 5.757553 0.004869 0.000124 0.246234
45057 10 22.128971 75.646482 248.748431 2.589880 3.050969 5.836439 -0.009509 0.000125 0.248528
46081 10 21.848984 75.906470 246.718525 2.589880 3.136521 5.916436 -0.019608 0.000126 0.248282
47105 10 22.318962 77.326404 251.408307 2.589880 3.135410 6.024209 -0.027743 0.000126 0.247228
48129 10 22.438956 78.546347 253.588206 2.589880 3.244294 6.115317 -0.034781 0.000127 0.245845
49153 10 22.598949 79.646296 255.668109 2.589880 3.297624 6.227535 -0.040152 0.000127 0.244004
50177 10 22.928934 81.816195 261.297847 2.589880 3.556501 6.424194 -0.047799 0.000128 0.243084
51201 10 23.618901 83.636110 268.047533 2.589880 3.539835 6.598631 -0.054532 0.000128 0.241889
52225 10 23.688898 85.816009 270.227432 2.589880 3.704272 6.744181 -0.064390 0.000129 0.242293
53249 10 24.148877 85.696014 274.457235 2.589880 3.663163 6.870843 -0.066359 0.000129 0.240021
54273 10 23.578903 86.655970 269.977443 2.589880 3.798712 6.928618 -0.069489 0.000129 0.238001
55297 10 24.148877 87.785917 275.557184 2.589880 3.785379 6.967506 -0.069942 0.000129 0.235752
56321 10 24.458862 89.025859 280.266965 2.589880 3.964260 7.077501 -0.069386 0.000129 0.233569
57345 10 24.658853 91.125762 282.126878 2.589880 3.948705 7.147499 -0.071510 0.000129 0.231585
58369 10 25.428817 95.385564 291.856426 2.589880 4.174250 7.677478 -0.081825 0.000130 0.233084
59393 10 25.318822 97.425469 292.016418 2.589880 4.314244 7.808584 -0.094713 0.000130 0.236641
60417 10 25.578810 98.735408 295.006279 2.589880 4.357575 7.996354 -0.106031 0.000131 0.238933
61441 10 25.868797 100.025348 298.566114 2.589880 4.430905 8.121905 -0.115737 0.000131 0.240117
62465 10 25.968792 100.835310 299.916051 2.589880 4.469792 8.159681 -0.122976 0.000132 0.239922
63489 10 26.018790 101.675271 301.075997 2.589880 4.543122 8.221901 -0.128235 0.000132 0.238921
64513 10 26.518767 102.145249 306.715735 2.589880 4.614230 8.331897 -0.128971 0.000132 0.237006
65537 10 26.248779 103.245198 304.675830 2.589880 4.687560 8.438559 -0.130155 0.000132 0.235169
66561 10 26.938747 103.955165 313.445422 2.589880 4.895328 8.469669 -0.127406 0.000132 0.233608
67585 10 27.068741 106.285057 315.865309 2.589880 5.019767 8.641885 -0.127979 0.000132 0.231817
68609 10 27.638715 107.754988 319.755128 2.589880 4.818665 6.711960 -0.127526 0.000132 0.230062
69633 10 25.928794 89.925818 304.745826 2.589880 5.050876 6.809734 -0.073668 0.000129 0.324331
70657 10 26.348775 89.125855 309.875588 2.589880 5.154205 6.805290 -0.016223 0.000127 0.405983
71681 10 26.138784 90.015813 308.825637 2.589880 5.270866 6.846399 0.037490 0.000125 0.465445
72705 10 26.228780 90.305800 309.235617 2.589880 5.216424 6.951951 0.090374 0.000123 0.516516
73729 10 26.388773 92.345705 312.735455 2.589880 5.427525 7.126388 0.137531 0.000121 0.553102
74753 10 26.818753 95.435561 322.285011 2.589880 6.010832 7.337491 0.177112 0.000119 0.576439
75777 10 27.128738 96.585508 326.764802 2.589880 6.164158 7.454153 0.214847 0.000117 0.596577
76801 10 27.168736 97.825450 327.004791 2.589880 6.146381 7.594148 0.249827 0.000116 0.612870
77825 10 27.768708 99.675364 334.234455 2.589880 6.283041 7.693033 0.282087 0.000115 0.625869
78849 10 28.118692 100.725315 336.774337 2.589880 6.176379 7.733031 0.313307 0.000114 0.637631
79873 10 27.878703 100.435329 335.724385 2.589880 6.326372 7.726365 0.345565 0.000112 0.650324
80897 10 28.258686 100.715316 341.214130 2.589880 6.514141 7.796362 0.378889 0.000111 0.663971
81921 10 28.048695 101.325287 340.034185 2.589880 6.616359 7.908580 0.410740 0.000110 0.675921
82945 10 28.498675 102.695224 341.554114 2.589880 6.285263 7.971911 0.440935 0.000109 0.686142
83969 10 28.778662 103.215199 345.733920 2.589880 6.438589 8.084129 0.471319 0.000108 0.696482
84993 10 29.258639 104.935119 349.923725 2.589880 6.370815 8.167459 0.499302 0.000107 0.704574
86017 10 28.998651 105.715083 348.323799 2.589880 6.481921 8.315231 0.525531 0.000106 0.711177
87041 10 29.368634 106.255058 353.173574 2.589880 6.609693 8.311898 0.552275 0.000105 0.718239
88065 10 29.348635 105.865076 354.863495 2.589880 6.819683 8.353007 0.580811 0.000104 0.726876
89089 10 30.008604 108.214967 360.893215 2.589880 6.756352 8.427449 0.605971 0.000103 0.732655
90113 10 29.858611 108.024976 359.453282 2.589880 6.763019 8.515223 0.632133 0.000102 0.739289
91137 10 30.368588 113.504721 364.763035 2.589880 6.786351 9.110755 0.647252 0.000102 0.738726
92161 10 30.528580 113.514720 367.372913 2.589880 6.898568 9.105200 0.664123 0.000101 0.739157
93185 10 30.738570 114.384680 370.052789 2.589880 6.963009 9.245194 0.680730 0.000101 0.739533
94209 10 31.408539 115.464630 377.092461 2.589880 7.000786 9.301859 0.697657 0.000100 0.740172
95233 10 31.658528 116.354588 379.152366 2.589880 6.951899 9.349635 0.714345 0.000099 0.740764
96257 10 31.398540 116.944561 378.622390 2.589880 7.181888 9.369634 0.730322 0.000099 0.741050
97281 10 31.528534 117.504535 382.072230 2.589880 7.420766 9.465186 0.746564 0.000098 0.741563
98305 10 31.768522 118.434492 382.592206 2.589880 7.211887 9.555182 0.762466 0.000098 0.741970
99329 10 32.368495 119.384447 390.741827 2.589880 7.450765 9.502962 0.778788 0.000097 0.742688
100353 10 32.458490 120.794382 393.081718 2.589880 7.610757 9.468519 0.793382 0.000097 0.742556
101377 10 33.258453 122.664295 400.111391 2.589880 7.502984 9.614069 0.806881 0.000097 0.741961
102401 10 32.648482 122.004326 395.851589 2.589880 7.707419 9.719620 0.821731 0.000096 0.742118
103425 10 32.718478 121.984327 394.851635 2.589880 7.518539 9.764063 0.837932 0.000096 0.743098
104449 10 33.028464 123.154272 398.441468 2.589880 7.572981 9.762952 0.853406 0.000095 0.743733
105473 10 32.998465 123.134273 400.341380 2.589880 7.817414 9.892947 0.869950 0.000095 0.745059
106497 10 36.458304 127.294080 432.509884 2.589880 7.547427 9.972944 0.886077 0.000094 0.746202
107521 10 33.928422 130.323939 415.940655 2.589880 8.517382 10.662917 0.891898 0.000094 0.743233
108545 10 34.068415 130.763918 415.620669 2.589880 8.326279 10.567365 0.898599 0.000094 0.740528
109569 10 34.688387 131.283894 422.820335 2.589880 8.437385 10.686249 0.906927 0.000094 0.738344
110593 10 34.738384 132.583834 423.080323 2.589880 8.410720 10.821800 0.914114 0.000094 0.735879
111617 10 35.138366 132.983815 429.080043 2.589880 8.632932 10.827355 0.922674 0.000093 0.733890
112641 10 34.728385 133.163807 424.840241 2.589880 8.617377 10.891797 0.931381 0.000093 0.732007
113665 10 35.028371 134.543742 430.519977 2.589880 8.915141 10.908463 0.939276 0.000093 0.729912
114689 10 35.308358 135.213711 432.419888 2.589880 8.815146 11.077345 0.947720 0.000093 0.728052
115713 10 38.168225 137.893587 456.778755 2.589880 8.344056 11.000681 0.957762 0.000092 0.726845
116737 10 36.028324 135.753686 440.309521 2.589880 8.891809 10.978460 0.968977 0.000092 0.726205
117761 10 36.568299 138.063579 446.859217 2.589880 9.019580 11.102900 0.977997 0.000092 0.724700
118785 10 36.268313 137.963583 443.999350 2.589880 9.035135 11.200674 0.987833 0.000092 0.723569
119809 10 36.448305 138.253570 447.389192 2.589880 9.211794 11.261782 0.998608 0.000091 0.722898
120833 10 36.908283 138.813544 449.429097 2.589880 8.927363 11.281782 1.010287 0.000091 0.722712
121857 10 44.347937 142.913353 521.305754 2.589880 8.647376 11.348446 1.029034 0.000091 0.727179
122881 10 37.158272 140.633459 455.118832 2.589880 9.281791 11.407332 1.039717 0.000090 0.726577
123905 10 38.048230 154.282824 466.678295 2.589880 9.577332 12.649506 1.028774 0.000091 0.726147
124929 10 38.548207 156.122739 471.538069 2.589880 9.561778 12.869497 1.017378 0.000091 0.725988
125953 10 39.328171 158.372634 481.977583 2.589880 9.855097 12.997270 1.005329 0.000091 0.726214
126977 10 39.288173 158.992605 481.017628 2.589880 9.792878 13.098377 0.994067 0.000091 0.726080
128001 10 38.588205 158.902609 471.978048 2.589880 9.566222 13.113932 0.983647 0.000092 0.725584
129025 10 39.728152 159.802568 485.567416 2.589880 9.809544 13.197262 0.975484 0.000092 0.724184
130049 10 39.668155 160.392540 486.717363 2.589880 10.003979 13.252816 0.967970 0.000092 0.722596
