# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
11047271,1000000000,1
638809,1000000000,1
143034,1000000000,1
290439,1000000000,1
134823,1000000000,1
135783,1000000000,1
208386,1000000000,1
197835,1000000000,1
128313,1000000000,1
205285,1000000000,1
174364,1000000000,1
137413,1000000000,1
139664,1000000000,1
130293,1000000000,1
217117,1000000000,1
217207,1000000000,1
128794,1000000000,1
128194,1000000000,1
126873,1000000000,1
203455,1000000000,1
132514,1000000000,1
129083,1000000000,1
129612,1000000000,1
131504,1000000000,1
135793,1000000000,1
149235,1000000000,1
134993,1000000000,1
206415,1000000000,1
133593,1000000000,1
130253,1000000000,1
# Hoverboard test (1048576 1 800000000)
# time(ns),sleep_time(ns),repetitions
10834074,800000000,1
605897,800000000,1
133114,800000000,1
128044,800000000,1
129143,800000000,1
174874,800000000,1
210185,800000000,1
133933,800000000,1
132874,800000000,1
131662,800000000,1
170585,800000000,1
207756,800000000,1
132723,800000000,1
131353,800000000,1
189834,800000000,1
130813,800000000,1
129134,800000000,1
174875,800000000,1
128853,800000000,1
134214,800000000,1
128453,800000000,1
127593,800000000,1
129343,800000000,1
132283,800000000,1
132813,800000000,1
150824,800000000,1
136593,800000000,1
205946,800000000,1
130734,800000000,1
131013,800000000,1
# Hoverboard test (1048576 1 600000000)
# time(ns),sleep_time(ns),repetitions
10936968,600000000,1
160514,600000000,1
426592,600000000,1
136644,600000000,1
130524,600000000,1
133633,600000000,1
288958,600000000,1
131924,600000000,1
131222,600000000,1
131274,600000000,1
172144,600000000,1
204806,600000000,1
142323,600000000,1
132192,600000000,1
227235,600000000,1
133693,600000000,1
133904,600000000,1
132554,600000000,1
200046,600000000,1
128242,600000000,1
133513,600000000,1
148594,600000000,1
131643,600000000,1
128924,600000000,1
129164,600000000,1
158443,600000000,1
131794,600000000,1
200164,600000000,1
133833,600000000,1
125733,600000000,1
# Hoverboard test (1048576 1 400000000)
# time(ns),sleep_time(ns),repetitions
10789013,400000000,1
167654,400000000,1
472943,400000000,1
131564,400000000,1
131494,400000000,1
133194,400000000,1
130152,400000000,1
127283,400000000,1
130473,400000000,1
320959,400000000,1
180804,400000000,1
131292,400000000,1
138424,400000000,1
127734,400000000,1
131003,400000000,1
127692,400000000,1
133663,400000000,1
128734,400000000,1
127104,400000000,1
132173,400000000,1
131684,400000000,1
291199,400000000,1
133093,400000000,1
132124,400000000,1
130882,400000000,1
149984,400000000,1
128953,400000000,1
128383,400000000,1
127894,400000000,1
128644,400000000,1
# Hoverboard test (1048576 1 200000000)
# time(ns),sleep_time(ns),repetitions
11172034,200000000,1
161104,200000000,1
140713,200000000,1
134013,200000000,1
440763,200000000,1
132323,200000000,1
128274,200000000,1
133293,200000000,1
129602,200000000,1
130614,200000000,1
177454,200000000,1
130764,200000000,1
137093,200000000,1
127704,200000000,1
185065,200000000,1
219535,200000000,1
131204,200000000,1
128713,200000000,1
129773,200000000,1
129824,200000000,1
132172,200000000,1
