# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn433.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 10.018648 
# Number of iterations (recorded+unrecorded): 3391089523 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	6011.19
999931.24	2053.82
1999912.58	1643.06
2999813.76	1532.85
3999965.42	1502.80
4999906.68	1983.69
5999847.94	4227.87
6999779.18	2785.18
7999880.74	3626.75
8999872.09	3516.55
9999883.48	2614.87
10999794.69	2194.08
11999786.04	2735.09
12999837.51	2314.31
13999778.77	1532.85
14999770.12	1733.23
15999781.51	2184.07
16999712.76	2775.17
17999824.33	1512.82
18999755.58	2344.36
19999746.93	1492.78
20999688.19	1482.76
21999789.75	1502.80
22999731.01	1482.76
23999682.29	1482.76
24999773.83	1492.78
25999725.11	3045.67
26999776.57	1482.76
27999717.83	1502.80
28999659.10	3246.04
29999560.28	1492.78
30999661.84	1482.76
31999603.10	2164.03
32999584.44	1432.67
33999605.85	1482.76
34999547.11	1492.78
35999638.65	1492.78
36999589.93	1482.76
37999531.19	1472.74
38999602.69	3897.25
39999543.95	2755.13
40999635.49	2464.59
41999576.75	2354.38
42999568.11	2805.22
43999529.40	2634.90
44999520.76	2394.46
45999572.22	1562.91
46999563.58	1753.26
47999424.69	2474.61
48999556.30	1542.87
49999537.64	1532.85
50999539.01	1482.76
51999470.25	1502.80
52999411.51	1492.78
53999503.06	1522.83
54999444.32	1492.78
55999395.59	1502.80
56999336.86	1492.78
57999438.41	1502.80
58999379.68	1482.76
59999320.94	1512.82
60999422.50	1482.76
61999363.76	3055.69
62999425.24	2785.18
63999366.50	2354.38
64999347.84	3256.06
65999289.10	2334.35
66999270.43	2725.07
67999331.92	2214.12
68999353.33	3296.14
69999334.66	1783.32
70999235.85	1492.78
71999337.41	1482.76
72999268.65	2123.95
73999179.85	2123.95
74999281.41	1472.74
75999182.60	1482.76
76999284.16	3286.12
77999225.42	1432.67
78999246.83	3416.36
79999188.09	2925.45
80999249.57	3887.24
81999180.82	2264.21
82999212.24	2674.98
83999183.56	2554.76
84999214.99	2644.92
85999196.32	2123.95
86999137.58	1532.85
87999118.92	1713.19
88999100.26	2514.68
89999121.67	1492.78
90999072.94	1462.72
91999124.41	1532.85
92999105.75	3306.15
93999087.08	1402.61
94999108.49	1462.72
95999009.68	1783.32
96999071.16	1923.58
97999082.55	1602.98
98998953.68	2464.59
99999055.24	2985.56
100999076.65	2654.94
101999057.99	2254.20
102998959.17	2654.94
103998940.51	2554.76
104999012.01	2424.51
105998943.25	2154.01
106998874.50	2604.85
107998946.00	2765.15
108998887.26	2264.21
109998948.74	2314.31
110998879.99	2474.61
111998991.56	3045.67
112998892.75	2354.38
113998914.16	1532.85
114998885.48	1613.00
115998946.96	2634.90
116998938.31	1492.78
117998879.57	2294.27
118998820.84	2224.14
119998842.24	2945.48
120998793.52	2194.08
121998804.92	1703.17
122998786.25	1472.74
123998847.74	1472.74
124998748.92	3516.55
125998770.33	4778.90
126998741.65	2464.59
127998702.95	2604.85
128998794.49	2534.72
129998825.91	2915.43
130998757.16	2464.59
131998698.42	2604.85
132998759.90	2664.96
133998731.22	2464.59
134998732.59	2354.38
135998733.96	1492.78
136998675.22	1813.38
137998626.50	2624.89
138998567.76	1482.76
139998629.25	1422.65
140998650.66	1442.69
141998672.07	1472.74
142998573.25	1462.72
143998634.74	1472.74
144998525.91	1472.74
145998587.39	2715.05
146998628.84	2594.83
147998570.10	2294.27
148998501.34	2404.48
149998552.81	2875.35
150998584.23	2775.17
151998565.57	2123.95
152998506.83	1502.80
153998598.37	1713.19
154998589.72	2514.68
155998450.84	1482.76
156998552.40	1392.59
157998523.71	1482.76
158998434.92	1472.74
159998496.40	1442.69
160998567.90	1673.11
161998499.15	1943.62
162998400.33	1542.87
163998371.65	1472.74
164998443.15	1472.74
165998334.32	2394.46
166998365.75	2464.59
167998457.29	3827.12
168998328.42	3005.59
169998349.83	2143.99
170998441.37	2364.40
171998432.72	2584.81
172998363.96	2594.83
173998275.17	1432.67
174998296.58	3736.96
175998408.16	2875.35
176998299.32	1482.76
177998360.81	1472.74
178998261.99	1442.69
179998323.48	3065.71
180998224.67	1472.74
181998286.15	1442.69
182998347.63	1472.74
183998238.80	3256.06
184998180.06	2244.18
185998211.49	1472.74
186998272.98	1793.34
187998174.16	1382.57
188998155.50	1482.76
189998216.98	1462.72
190998118.17	1482.76
191998179.65	3165.89
192998211.08	3256.06
193998142.32	2715.05
194998203.81	3226.00
195998115.01	2314.31
196998096.35	2544.74
197998147.81	2394.46
198998209.30	2214.12
199998070.41	2975.54
200998061.76	2524.70
201998113.23	2394.46
202998174.71	2154.01
203998115.97	2284.25
204998067.25	3396.32
205997988.48	2284.25
206998100.05	1472.74
207997991.22	4999.31
208998062.72	4037.52
209997963.91	1482.76
210998065.47	1472.74
211997966.66	1713.19
212997947.99	2504.66
213997929.33	1482.76
214997990.81	1482.76
215997922.05	2554.76
216997943.46	2544.74
217997974.89	2294.27
218997916.15	2434.53
219997977.64	2354.38
220997958.97	2654.94
221997970.36	2494.64
222997921.64	1462.72
223997822.83	1723.21
224997804.16	3145.86
225997785.50	1452.70
226997846.98	1482.76
227997788.24	2284.25
228997839.71	1572.93
229997831.06	3065.71
230997892.55	1422.65
231997753.66	1432.67
232997765.05	1472.74
233997836.55	2324.33
234997817.89	2123.95
235997759.15	1452.70
236997820.63	1462.72
237997711.80	2344.36
238997693.14	2554.76
239997754.62	2354.38
240997786.05	2204.10
241997807.46	2624.89
242997748.72	3306.15
243997720.04	2274.23
244997631.24	1402.61
245997642.63	2073.86
246997674.06	2524.70
247997705.49	1452.70
248997596.66	2374.42
249997618.07	2875.35
250997679.55	3185.93
251997700.96	2214.12
252997562.07	3937.33
253997663.63	2715.05
254000388.70	3436.40
254997554.80	2755.13
255997626.30	2274.23
256997527.49	2664.96
257997508.82	2685.00
258997570.31	2274.23
259997501.55	1482.76
260997573.05	2214.12
261997594.46	2484.62
262997535.72	2574.79
263997567.15	2194.08
264997538.47	2364.40
265997509.78	3456.43
266997541.21	2685.00
267997532.57	3195.95
268997493.87	2224.14
269997525.29	2564.77
270997426.48	3115.80
271997528.04	2264.21
272997419.21	1452.70
273997500.73	2083.88
274997341.80	3055.69
275997413.31	1462.72
276997474.79	1482.76
277997375.98	1773.30
278997397.39	1452.70
279997458.87	3115.80
280997400.13	1462.72
281997291.30	1452.70
282997322.73	2364.40
283997344.14	2354.38
284997335.49	2855.31
285997316.83	2634.90
286997408.37	2444.55
287997339.61	3015.61
288997330.96	2865.33
289997362.39	2384.44
290997323.69	1502.80
291997274.97	1592.97
292997306.40	2674.98
293997277.71	1843.43
294997259.05	2855.31
295997240.38	2685.00
296997251.77	2364.40
297997273.18	2234.16
298997144.31	2654.94
299997235.85	2995.58
300997217.19	2113.93
301997158.45	1492.78
302997109.73	1602.98
303997161.20	2474.61
304997162.57	2294.27
305997093.81	1472.74
306997165.31	1733.23
307997186.72	2604.85
308997117.97	2424.51
309997049.21	2294.27
310997160.79	2564.77
311997021.90	2685.00
312997163.53	2464.59
313997154.88	2103.92
314997086.13	1823.39
315997027.39	2795.20
316997128.95	2484.62
317996949.98	1723.21
318997101.64	2464.59
319997032.88	1432.67
320997044.27	1482.76
321996955.47	2344.36
322996936.81	2344.36
323996918.14	1452.70
324996989.65	3045.67
325997041.11	1492.78
326996992.39	2274.23
327996883.56	22802.44
328996945.04	3636.77
329996926.38	2685.00
330996947.79	3115.80
331996889.05	2464.59
332996830.31	2154.01
333996921.85	3105.78
334996863.11	2464.59
335996854.46	2464.59
336996835.80	1502.80
337996777.06	1633.04
338996838.55	2855.31
339996829.90	1823.39
340996921.44	1472.74
341996822.63	1442.69
342996894.13	1783.32
343996785.30	2554.76
344996806.71	1442.69
345996878.21	2083.88
346996739.32	3125.82
347996830.86	2364.40
348996701.99	3286.12
349996793.53	3015.61
350996774.87	2584.81
351996716.13	2133.97
352996667.41	2695.02
353996688.82	2855.31
354996660.13	2674.98
355996681.54	2294.27
356996612.79	2164.03
357996724.36	2725.07
358996585.47	2464.59
359996737.13	3125.82
360996668.37	1602.98
361996689.78	1623.02
362996590.96	2504.66
363996622.39	1793.34
364996673.86	1713.19
365996655.19	2284.25
366996586.44	1442.69
367996617.86	1643.06
368996519.05	1793.34
369996580.54	1442.69
370996652.04	1472.74
371996543.21	1502.80
372996474.45	2334.35
373996586.03	2354.38
374996577.38	3416.36
375996478.57	2534.72
376996489.96	2644.92
377996471.29	2594.83
378996502.72	2464.59
379996433.96	4428.24
380996455.37	3135.84
381996396.63	2995.58
382996498.19	2654.94
383996479.53	2214.12
384996500.94	2624.89
385996472.25	2454.57
386996413.51	2164.03
387996364.79	2284.25
388996426.28	2695.02
389996337.48	2123.95
390996429.02	1492.78
391996380.30	1913.56
392996391.69	2344.36
393996373.03	1482.76
394996314.29	1763.28
395996335.70	3045.67
396996357.11	2604.85
397996298.37	2644.92
398996239.63	2534.72
399996261.04	2594.83
400996352.58	2454.57
401996303.86	2745.11
402996195.03	3035.65
403996226.46	2113.93
404996318.00	1462.72
405996229.20	1613.00
406996290.69	2494.64
407996272.02	1452.70
408996173.21	1783.32
409996234.69	1472.74
410996125.86	1392.59
411996107.19	1502.80
412996218.77	1472.74
413996119.96	1442.69
414996191.46	1462.72
415996072.61	2274.23
416996144.11	1452.70
417996205.60	1472.74
418996106.78	2174.05
419996078.10	1452.70
420996149.60	1482.76
421996050.79	2424.51
422996112.27	2795.20
423996093.61	2634.90
424996074.94	3606.71
425996046.26	2484.62
426995997.54	2544.74
427996059.02	2414.49
428995960.21	1482.76
429996061.77	3456.43
430996043.10	2755.13
431995984.37	1482.76
432996085.92	1452.70
433995987.11	1472.74
434995888.30	1472.74
435995949.78	1442.69
436996001.25	1472.74
437995912.45	1472.74
438995963.92	1442.69
439995825.03	1412.63
440995856.46	1472.74
441995917.94	1432.67
442995929.33	1482.76
443995840.54	2414.49
444995902.02	2685.00
445995913.41	2354.38
446995894.75	2214.12
447995886.10	2965.52
448995867.44	2594.83
449995808.70	2113.93
450995900.24	1482.76
451995811.44	1592.97
452995832.85	2324.33
453995814.19	1422.65
454995845.62	1422.65
455995696.71	2374.42
456995708.10	2544.74
457995739.53	1542.87
458995720.86	1472.74
459995782.35	1472.74
460995683.54	1432.67
461995704.95	1472.74
462995766.43	1472.74
463995657.60	1432.67
464995689.03	1462.72
465995760.53	2274.23
466995651.70	1442.69
467995713.18	2304.29
468995654.44	2544.74
469995675.85	2354.38
470995697.26	2244.18
471995548.35	2414.49
472995579.78	2404.48
473995651.29	3015.61
474995532.43	3035.65
475995573.88	2404.48
476995625.35	2654.94
477995646.76	2594.83
478995588.02	2234.16
479995609.43	3035.65
480995470.54	2895.39
481995572.10	2053.82
482995583.49	1512.82
483995534.77	2965.52
484995466.01	2354.38
485995507.46	1492.78
486995438.70	2414.49
487995500.18	3175.91
488995521.59	2354.38
489995543.00	2484.62
490995484.26	2945.48
491995415.51	2364.40
492995446.94	2103.92
493995348.12	1502.80
494995439.66	1602.98
495995471.09	2504.66
496995492.50	1492.78
497995393.69	1472.74
498995455.17	1412.63
499995316.28	2484.62
500995407.82	1472.74
501995319.03	1462.72
502995370.49	1472.74
503995281.70	2304.29
504995383.26	2274.23
505995284.44	1482.76
506995345.93	2835.28
507995237.09	1512.82
508995348.67	1472.74
508996831.43	1713.19
509995239.84	1532.85
510995231.19	1462.72
511995292.68	1763.28
512995193.86	2294.27
513995285.40	1602.98
514995156.53	2224.14
515995177.94	2374.42
516995199.35	1462.72
517995260.84	1482.76
518995152.01	2154.01
519995273.60	1643.06
520995194.83	1472.74
521995106.03	1843.43
522995247.66	1512.82
523995188.92	1462.72
524995090.11	3185.93
525995101.50	2264.21
526995162.99	2334.35
527995154.34	2945.48
528995095.60	3125.82
529995026.84	3135.84
530995168.48	1502.80
531995119.76	1492.78
532995061.02	1492.78
533995002.28	1482.76
534995103.84	2384.44
535994964.95	3105.78
536995066.51	2554.76
537995087.92	2224.14
538994939.01	2154.01
539995050.59	2935.46
540995031.92	2154.01
541994973.18	1522.83
542994914.44	1713.19
543994895.78	2524.70
544994917.19	1452.70
545994988.69	1502.80
546994919.93	1492.78
547995031.51	1482.76
548994962.75	1472.74
549994853.92	1492.78
550994965.50	2244.18
551994866.69	3085.74
552994807.95	2314.31
553994949.58	2204.10
554994970.99	2695.02
555994842.12	2835.28
556994853.51	2143.99
557994784.75	2154.01
558994896.33	2424.51
559994797.52	2905.41
560994889.06	2725.07
561994760.19	2174.05
562994751.54	2624.89
563994833.06	2624.89
564994814.40	2474.61
565994765.68	2584.81
566994827.16	2995.58
567994808.50	2534.72
568994719.70	2133.97
569994650.94	1482.76
570994752.50	1633.04
571994653.69	2344.36
572994675.10	1502.80
573994766.64	1432.67
574994627.75	3085.74
575994689.23	1482.76
576994600.44	2384.44
577994621.85	2354.38
578994603.18	1472.74
579994664.67	3195.95
580994686.08	2554.76
581994547.19	2614.87
582994658.77	2695.02
583994670.16	2264.21
584994561.33	2965.52
585994512.61	2554.76
586994574.09	2133.97
587994515.35	1843.43
588994656.98	1893.52
589994508.08	2524.70
590994539.51	1492.78
591994480.77	1472.74
592994542.25	1462.72
593994443.44	1482.76
594994545.00	2073.86
595994406.11	2915.43
596994507.67	2324.33
597994489.00	2504.66
598994460.32	2304.29
599994401.58	3236.02
600994513.16	2464.59
601994454.42	1492.78
602994395.68	1623.02
603994457.16	2284.25
604994398.42	3105.78
605994339.68	3095.76
606994451.26	2384.44
607994452.63	3596.69
608994454.01	2404.48
609994335.16	2154.01
610994446.73	2264.21
611994347.92	3105.78
612994329.25	2494.64
613994310.59	2314.31
614994241.83	2294.27
615994303.32	2935.46
616994254.60	2304.29
617994396.23	3035.65
618994257.34	2594.83
619994318.83	3035.65
620994220.01	3236.02
621994271.48	2544.74
622994302.91	2835.28
623994284.24	2224.14
624994185.43	3005.59
625994206.84	4237.89
626994148.10	3957.37
627994129.43	2544.74
628994190.92	2314.31
629994172.25	2244.18
630994193.66	3015.61
631994205.05	2464.59
632994196.41	2143.99
633994177.74	2885.37
634994119.00	1763.28
635994140.41	3155.87
636994151.80	1512.82
637994103.08	1482.76
638994164.57	1482.76
639994065.75	1502.80
640994167.31	1472.74
641994058.48	1492.78
642994170.06	1482.76
643994111.32	1462.72
644994012.51	1492.78
645994114.06	1492.78
646994055.32	1452.70
647993956.51	1432.67
648993977.92	1482.76
649994039.41	1462.72
650993930.57	1482.76
651993992.06	1502.80
652993953.35	2504.66
653993914.65	3656.81
654993946.08	2394.46
655993937.44	2414.49
656993988.90	2955.50
657993930.16	2324.33
658993911.50	2133.97
659993852.76	1472.74
660993914.24	1723.21
661993935.65	2524.70
662993957.06	1492.78
663993898.32	2324.33
664993839.58	2274.23
665993901.07	2284.25
666993842.33	1492.78
667993783.59	3175.91
668993794.98	1462.72
669993866.48	1482.76
670993807.74	1472.74
671993869.23	1452.70
672993770.41	1492.78
673993861.95	1482.76
674993773.16	3075.73
675993834.64	1472.74
676993735.83	1462.72
677993797.31	1452.70
678993698.50	2264.21
679993759.99	2294.27
680993701.25	1462.72
681993762.73	1472.74
682993663.92	1482.76
683993755.46	2394.46
684993626.59	1452.70
685993688.07	1472.74
686993589.26	2013.75
687993730.89	1552.89
688993712.23	1492.78
689993653.49	1472.74
690993554.67	1452.70
691993616.16	1472.74
692993667.62	1472.74
693993578.83	1382.57
694993560.16	1472.74
695993631.67	1462.72
696993512.81	1462.72
697993584.32	1462.72
698993645.80	2324.33
699993627.14	2945.48
700993618.49	2324.33
701993589.81	2514.68
702993571.14	2274.23
703993472.33	3035.65
704993533.81	2284.25
705993465.06	1512.82
706993416.34	1683.13
707993567.99	2494.64
708993429.10	1432.67
709993440.49	1442.69
710993501.97	1482.76
711993403.16	1462.72
712993464.65	1442.69
713993365.83	1462.72
714993427.32	2324.33
715993398.63	3306.15
716993379.97	2304.29
717993331.25	4197.81
718993392.73	2965.52
719993374.07	3246.04
720993355.40	2123.95
721993296.66	1502.80
722993388.20	1653.08
723993339.48	2484.62
724993310.80	1502.80
725993262.08	3175.91
726993283.49	1462.72
727993344.97	2384.44
728993206.08	1472.74
729993257.55	2244.18
730993288.98	2354.38
731993270.31	1472.74
732993161.48	1462.72
733993222.97	1462.72
734993294.47	1462.72
735993195.65	1452.70
736993257.14	1462.72
737993158.33	1472.74
738993219.81	1462.72
739993110.98	1402.61
740993112.35	1472.74
741993193.87	1452.70
742993105.08	1462.72
743993166.56	2434.53
744993067.75	2604.85
745993169.31	2634.90
746993150.64	2274.23
747993051.83	2234.16
748993083.26	3065.71
749993134.72	2364.40
750993156.13	2204.10
751993137.47	3256.06
752993078.73	2534.72
753993100.14	2234.16
754992951.23	2123.95
755993022.73	2214.12
756993034.12	2524.70
757993075.57	2093.90
758993006.81	1502.80
759992948.07	1613.00
760993009.56	3736.96
761993020.95	3215.99
762992932.15	2374.42
763992963.58	2544.74
763995518.34	1663.10
764993005.03	2504.66
765992996.38	2514.68
766992987.74	2364.40
767992999.13	3085.74
768992940.39	2825.26
769992951.78	1422.65
770992983.21	1923.58
771992884.40	2344.36
772992905.81	1482.76
773992837.05	2184.07
774992828.40	2294.27
775992929.96	3075.73
776992831.15	1462.72
777992892.63	1472.74
778992793.82	1883.51
779992855.30	1502.80
780992786.54	2264.21
