timestamp, temperature_gpu, power_draw_w, power_limit_w, utilization_gpu, utilization_memory, memory_used_mib, memory_free_mib, clocks_throttle_reasons_active, clocks_current_sm_mhz, clocks_applications_graphics_mhz, clocks_current_memory_mhz, clocks_max_memory_mhz, pstate
                                                              
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
#Entity   SMACT        SMOCC        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID                                                                                                                                                               
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        80961416                    37950664                    0                           0                           
GPU 1     0.000        0.000        0.000        2213387                     1555157                     0                           0                           
#Entity   SMACT        SMOCC        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID                                                                                                                                                               
GPU 1     0.000        0.000        0.000        2213387                     1555157                     0                           0                           
GPU 1     0.000        0.000        0.000        2213387                     1555157                     0                           0                           
GPU 1     0.000        0.000        0.000        9784987                     6282992                     0                           0                           
GPU 1     0.000        0.000        0.000        9784987                     6282992                     0                           0                           
GPU 1     0.000        0.000        0.000        13543278                    8737598                     0                           0                           
GPU 1     0.000        0.000        0.000        13543278                    8737598                     0                           0                           
GPU 1     0.000        0.000        0.000        13543278                    8737598                     0                           0                           
GPU 1     0.000        0.000        0.000        10855718                    6978676                     0                           0                           
GPU 1     0.000        0.000        0.000        10855718                    6978676                     0                           0                           
GPU 1     0.000        0.000        0.000        10855718                    6978676                     0                           0                           
GPU 1     0.000        0.000        0.000        10855718                    6978676                     0                           0                           
GPU 1     0.000        0.000        0.000        9236097                     5868770                     0                           0                           
GPU 1     0.000        0.000        0.000        9236097                     5868770                     0                           0                           
GPU 1     0.000        0.000        0.000        9236097                     5868770                     0                           0                           
#Entity   SMACT        SMOCC        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID                                                                                                                                                               
GPU 1     0.000        0.000        0.000        10394924                    6635057                     0                           0                           
GPU 1     0.000        0.000        0.000        10394924                    6635057                     0                           0                           
GPU 1     0.000        0.000        0.000        10394924                    6635057                     0                           0                           
GPU 1     0.000        0.000        0.000        10399596                    6748674                     0                           0                           
GPU 1     0.000        0.000        0.000        10399596                    6748674                     0                           0                           
GPU 1     0.000        0.000        0.000        10399596                    6748674                     0                           0                           
GPU 1     0.000        0.000        0.000        10897364                    6894251                     0                           0                           
GPU 1     0.000        0.000        0.000        10897364                    6894251                     0                           0                           
GPU 1     0.000        0.000        0.000        10897364                    6894251                     0                           0                           
GPU 1     0.000        0.000        0.000        10897364                    6894251                     0                           0                           
GPU 1     0.000        0.000        0.000        8925530                     5731130                     0                           0                           
GPU 1     0.000        0.000        0.000        8925530                     5731130                     0                           0                           
GPU 1     0.000        0.000        0.000        8925530                     5731130                     0                           0                           
GPU 1     0.000        0.000        0.000        8925530                     5731130                     0                           0                           
#Entity   SMACT        SMOCC        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID                                                                                                                                                               
GPU 1     0.000        0.000        0.000        9207561                     5975119                     0                           0                           
GPU 1     0.000        0.000        0.000        9207561                     5975119                     0                           0                           
GPU 1     0.000        0.000        0.000        9207561                     5975119                     0                           0                           
GPU 1     0.000        0.000        0.000        10393631                    6634232                     0                           0                           
GPU 1     0.000        0.000        0.000        10393631                    6634232                     0                           0                           
GPU 1     0.000        0.000        0.000        10393631                    6634232                     0                           0                           
GPU 1     0.000        0.000        0.000        11101936                    6994220                     0                           0                           
GPU 1     0.000        0.000        0.000        11101936                    6994220                     0                           0                           
GPU 1     0.000        0.000        0.000        11101936                    6994220                     0                           0                           
GPU 1     0.000        0.000        0.000        11101936                    6994220                     0                           0                           
GPU 1     0.000        0.000        0.000        9283179                     5960778                     0                           0                           
GPU 1     0.000        0.000        0.000        9283179                     5960778                     0                           0                           
