timestamp, temperature_gpu, power_draw_w, power_limit_w, utilization_gpu, utilization_memory, memory_used_mib, memory_free_mib, clocks_throttle_reasons_active, clocks_current_sm_mhz, clocks_applications_graphics_mhz, clocks_current_memory_mhz, clocks_max_memory_mhz, pstate
                                                              
GPU 2     0.000        0.000        0.000        1336575                     947753                      0                           0                           
GPU 2     0.000        0.000        0.000        1336575                     947753                      0                           0                           
GPU 2     0.000        0.000        0.000        1336575                     947753                      0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
#Entity   SMACT        SMOCC        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID                                                                                                                                                               
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
#Entity   SMACT        SMOCC        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID                                                                                                                                                               
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
#Entity   SMACT        SMOCC        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID                                                                                                                                                               
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        12587584                    8391723                     0                           0                           
GPU 2     0.000        0.000        0.000        2236631                     1569309                     0                           0                           
GPU 2     0.000        0.000        0.000        2236631                     1569309                     0                           0                           
GPU 2     0.000        0.000        0.000        16202478                    9512422                     0                           0                           
GPU 2     0.000        0.000        0.000        16202478                    9512422                     0                           0                           
GPU 2     0.000        0.000        0.000        14134919                    8888969                     0                           0                           
#Entity   SMACT        SMOCC        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID                                                                                                                                                               
GPU 2     0.000        0.000        0.000        14134919                    8888969                     0                           0                           
GPU 2     0.000        0.000        0.000        14134919                    8888969                     0                           0                           
GPU 2     0.000        0.000        0.000        10611325                    6853147                     0                           0                           
GPU 2     0.000        0.000        0.000        10611325                    6853147                     0                           0                           
GPU 2     0.000        0.000        0.000        10611325                    6853147                     0                           0                           
GPU 2     0.000        0.000        0.000        10611325                    6853147                     0                           0                           
GPU 2     0.000        0.000        0.000        9263726                     5982823                     0                           0                           
GPU 2     0.000        0.000        0.000        9263726                     5982823                     0                           0                           
GPU 2     0.000        0.000        0.000        9263726                     5982823                     0                           0                           
GPU 2     0.000        0.000        0.000        10803879                    6766065                     0                           0                           
GPU 2     0.000        0.000        0.000        10803879                    6766065                     0                           0                           
GPU 2     0.000        0.000        0.000        10803879                    6766065                     0                           0                           
GPU 2     0.000        0.000        0.000        10874591                    6950770                     0                           0                           
