# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
11452127,1000000000,1
577846,1000000000,1
189626,1000000000,1
243367,1000000000,1
189535,1000000000,1
188534,1000000000,1
239709,1000000000,1
194285,1000000000,1
191780,1000000000,1
242647,1000000000,1
234982,1000000000,1
189656,1000000000,1
194314,1000000000,1
187843,1000000000,1
242816,1000000000,1
189146,1000000000,1
188233,1000000000,1
189417,1000000000,1
186730,1000000000,1
239891,1000000000,1
187603,1000000000,1
195076,1000000000,1
192202,1000000000,1
188174,1000000000,1
188465,1000000000,1
194986,1000000000,1
188313,1000000000,1
245341,1000000000,1
189496,1000000000,1
189046,1000000000,1
# Hoverboard test (1048576 1 800000000)
# time(ns),sleep_time(ns),repetitions
13993947,800000000,1
196489,800000000,1
335660,800000000,1
186761,800000000,1
188425,800000000,1
186199,800000000,1
417614,800000000,1
187031,800000000,1
294914,800000000,1
187421,800000000,1
255440,800000000,1
187213,800000000,1
209523,800000000,1
187983,800000000,1
262593,800000000,1
187762,800000000,1
188013,800000000,1
187263,800000000,1
216547,800000000,1
188043,800000000,1
188655,800000000,1
187112,800000000,1
187571,800000000,1
186771,800000000,1
246002,800000000,1
201298,800000000,1
213301,800000000,1
204764,800000000,1
188434,800000000,1
191971,800000000,1
# Hoverboard test (1048576 1 600000000)
# time(ns),sleep_time(ns),repetitions
11580800,600000000,1
199555,600000000,1
349217,600000000,1
188123,600000000,1
186199,600000000,1
194566,600000000,1
238599,600000000,1
192962,600000000,1
186982,600000000,1
188514,600000000,1
187692,600000000,1
253136,600000000,1
189937,600000000,1
187653,600000000,1
186401,600000000,1
202971,600000000,1
186209,600000000,1
186991,600000000,1
237827,600000000,1
186710,600000000,1
186670,600000000,1
187803,600000000,1
186981,600000000,1
188875,600000000,1
186450,600000000,1
192531,600000000,1
186970,600000000,1
236765,600000000,1
186559,600000000,1
187592,600000000,1
# Hoverboard test (1048576 1 400000000)
# time(ns),sleep_time(ns),repetitions
14149561,400000000,1
216907,400000000,1
186752,400000000,1
544223,400000000,1
188424,400000000,1
186479,400000000,1
186139,400000000,1
188264,400000000,1
186270,400000000,1
281470,400000000,1
186559,400000000,1
186650,400000000,1
324790,400000000,1
187503,400000000,1
186290,400000000,1
234640,400000000,1
186860,400000000,1
186481,400000000,1
186680,400000000,1
186209,400000000,1
229932,400000000,1
210114,400000000,1
187391,400000000,1
194665,400000000,1
186711,400000000,1
211237,400000000,1
186469,400000000,1
221576,400000000,1
187101,400000000,1
186119,400000000,1
# Hoverboard test (1048576 1 200000000)
# time(ns),sleep_time(ns),repetitions
14186300,200000000,1
195708,200000000,1
186801,200000000,1
188313,200000000,1
187803,200000000,1
335611,200000000,1
186801,200000000,1
185858,200000000,1
233189,200000000,1
186170,200000000,1
186570,200000000,1
186761,200000000,1
215836,200000000,1
187171,200000000,1
186760,200000000,1
377470,200000000,1
187302,200000000,1
191990,200000000,1
186240,200000000,1
186631,200000000,1
186409,200000000,1
186601,200000000,1
186591,200000000,1
186150,200000000,1
185719,200000000,1
251623,200000000,1
186049,200000000,1
185969,200000000,1
211958,200000000,1
186360,200000000,1
# Hoverboard test (1048576 1 0)
# time(ns),sleep_time(ns),repetitions
11567906,0,1
193393,0,1
185229,0,1
185038,0,1
185088,0,1
184717,0,1
184666,0,1
186030,0,1
184728,0,1
185087,0,1
184758,0,1
184947,0,1
185107,0,1
184876,0,1
184988,0,1
185038,0,1
184797,0,1
185008,0,1
184708,0,1
184748,0,1
184768,0,1
184936,0,1
184736,0,1
184917,0,1
185118,0,1
185268,0,1
185087,0,1
184738,0,1
185527,0,1
185239,0,1
# Hoverboard test (1048576 1 200000001)
# time(ns),sleep_time(ns),repetitions
11827825,200000001,1
201528,200000001,1
186070,200000001,1
188123,200000001,1
330702,200000001,1
187142,200000001,1
224312,200000001,1
193794,200000001,1
185780,200000001,1
186309,200000001,1
186140,200000001,1
189135,200000001,1
218049,200000001,1
187572,200000001,1
185849,200000001,1
357361,200000001,1
186590,200000001,1
186311,200000001,1
230242,200000001,1
187012,200000001,1
186852,200000001,1
186049,200000001,1
186030,200000001,1
186209,200000001,1
186100,200000001,1
305824,200000001,1
186671,200000001,1
186441,200000001,1
216457,200000001,1
186059,200000001,1
# Hoverboard test (1048576 1 400000001)
# time(ns),sleep_time(ns),repetitions
14031739,400000001,1
202150,400000001,1
342624,400000001,1
186631,400000001,1
226386,400000001,1
186711,400000001,1
186000,400000001,1
187893,400000001,1
346059,400000001,1
216616,400000001,1
186852,400000001,1
186610,400000001,1
220595,400000001,1
220495,400000001,1
187040,400000001,1
186741,400000001,1
186911,400000001,1
214053,400000001,1
186751,400000001,1
233158,400000001,1
230122,400000001,1
186531,400000001,1
188284,400000001,1
186270,400000001,1
186461,400000001,1
202780,400000001,1
187362,400000001,1
214342,400000001,1
186100,400000001,1
186190,400000001,1
# Hoverboard test (1048576 1 600000001)
# time(ns),sleep_time(ns),repetitions
14020366,600000001,1
198452,600000001,1
186330,600000001,1
336812,600000001,1
188263,600000001,1
225904,600000001,1
186940,600000001,1
390444,600000001,1
187082,600000001,1
257524,600000001,1
187322,600000001,1
186841,600000001,1
228329,600000001,1
187221,600000001,1
186680,600000001,1
222519,600000001,1
186481,600000001,1
187363,600000001,1
190467,600000001,1
214955,600000001,1
188082,600000001,1
187753,600000001,1
186511,600000001,1
187171,600000001,1
187312,600000001,1
226485,600000001,1
187212,600000001,1
214422,600000001,1
187652,600000001,1
299101,600000001,1
# Hoverboard test (1048576 1 800000001)
# time(ns),sleep_time(ns),repetitions
14141104,800000001,1
205536,800000001,1
338155,800000001,1
187122,800000001,1
188674,800000001,1
187301,800000001,1
248135,800000001,1
187020,800000001,1
194757,800000001,1
186631,800000001,1
241343,800000001,1
233829,800000001,1
190137,800000001,1
194846,800000001,1
188624,800000001,1
187171,800000001,1
187462,800000001,1
237245,800000001,1
242837,800000001,1
316866,800000001,1
187913,800000001,1
191409,800000001,1
188063,800000001,1
186080,800000001,1
187964,800000001,1
191490,800000001,1
238078,800000001,1
186080,800000001,1
186900,800000001,1
185759,800000001,1
# Hoverboard test (1048576 1 1000000001)
# time(ns),sleep_time(ns),repetitions
10812755,1000000001,1
534835,1000000001,1
227237,1000000001,1
562818,1000000001,1
316505,1000000001,1
288381,1000000001,1
