# size n PRTT(1,0,s) PRTT(n,0,s) PRTT(n,PRTT(1,0,s),s) L o_s o_r g G lsqu(g,G)
# to get o: plot "./loggp.out" using 1:(($5-$3)/($2-1)-$3)
# to get g,G: plot "./loggp.out" using 1:($4-$3)/($2-1)
1 10 3.259839 5.349736 33.008373 1.629920 0.045553 0.217774 -nan -nan -nan
1025 10 4.639771 9.029555 47.447662 1.629920 0.116661 0.423322 0.231961 0.000250 -nan
2049 10 5.939707 10.849465 60.447021 1.629920 0.116661 0.572206 0.265019 0.000153 0.080738
3073 10 6.299690 11.809418 63.976847 1.629920 0.108884 0.627760 0.289647 0.000117 0.074345
4097 10 6.649672 12.779370 67.976650 1.629920 0.164436 0.642204 0.307218 0.000100 0.068644
5121 10 6.989656 13.409339 71.516476 1.629920 0.179991 0.729978 0.327253 0.000085 0.069636
6145 10 7.249643 14.359292 74.236342 1.629920 0.193324 0.783310 0.338079 0.000079 0.065365
7169 10 7.509630 15.189251 76.996206 1.629920 0.211101 0.834419 0.346390 0.000075 0.061660
8193 10 7.759618 16.599182 79.646075 1.629920 0.227767 0.966635 0.342771 0.000076 0.057506
9217 10 8.729570 19.009063 90.455542 1.629920 0.351094 1.365507 0.328751 0.000081 0.060441
10241 10 8.969558 20.239003 92.995417 1.629920 0.366649 1.481058 0.316515 0.000085 0.062103
11265 10 9.129550 21.108960 94.995319 1.629920 0.411091 1.585497 0.309769 0.000087 0.060549
12289 10 9.319541 22.148909 97.115214 1.629920 0.435534 1.589942 0.304683 0.000089 0.058734
13313 10 9.599527 22.558888 100.275058 1.629920 0.475532 1.652162 0.309929 0.000087 0.057381
14337 10 9.819516 24.058814 102.794934 1.629920 0.511086 1.713270 0.307915 0.000088 0.055312
15361 10 10.079503 24.738781 105.934780 1.629920 0.571083 1.796600 0.310927 0.000087 0.053741
16385 10 10.439486 26.028717 110.054577 1.629920 0.628858 1.836599 0.311771 0.000087 0.051956
17409 10 11.459435 30.358504 121.634006 1.629920 0.782184 2.173252 0.286333 0.000092 0.078761
18433 10 11.829417 30.458499 125.613810 1.629920 0.813293 2.311024 0.278080 0.000093 0.079002
19457 10 12.079405 31.148465 128.533666 1.629920 0.859958 2.381021 0.275702 0.000094 0.077002
20481 10 12.149401 32.248411 129.713608 1.629920 0.913288 2.437685 0.272312 0.000094 0.075438
21505 10 12.319393 32.638392 131.743508 1.629920 0.949953 2.477683 0.275317 0.000094 0.073934
22529 10 12.529383 33.238362 134.213386 1.629920 0.991062 2.527681 0.281717 0.000093 0.074080
23553 10 12.699374 34.168316 136.123292 1.629920 1.014394 2.684341 0.287653 0.000092 0.074091
24577 10 12.939362 35.438254 138.713164 1.629920 1.035505 2.758782 0.291050 0.000092 0.073047
25601 10 13.479336 37.568149 145.732818 1.629920 1.215496 3.442084 0.288166 0.000092 0.071951
26625 10 13.889316 43.157873 149.772619 1.629920 1.208829 3.186541 0.253936 0.000096 0.119078
27649 10 13.869317 39.298063 150.012607 1.629920 1.257716 3.186541 0.259054 0.000095 0.117671
28673 10 13.949313 40.228018 151.162551 1.629920 1.296603 3.288759 0.263540 0.000095 0.116197
29697 10 14.139303 41.137973 153.312445 1.629920 1.324379 3.636521 0.268351 0.000094 0.114972
30721 10 14.299295 45.647750 155.292347 1.629920 1.366599 3.328758 0.249818 0.000096 0.125702
31745 10 14.339293 42.217920 155.932316 1.629920 1.393265 3.397643 0.261527 0.000095 0.128533
32769 10 14.539284 43.177872 158.262201 1.629920 1.429930 3.476529 0.272269 0.000094 0.130635
33793 10 15.009260 45.737746 164.021917 1.629920 1.547702 3.709852 0.274203 0.000094 0.128717
34817 10 15.299246 47.127678 166.791781 1.629920 1.533258 3.874289 0.274506 0.000094 0.126755
35841 10 15.489237 47.977636 169.091667 1.629920 1.577700 3.926509 0.275932 0.000094 0.124959
36865 10 15.609231 49.067582 170.711587 1.629920 1.624364 3.996506 0.276586 0.000094 0.123179
37889 10 15.789222 49.547558 172.621493 1.629920 1.636586 4.046504 0.280199 0.000093 0.122023
38913 10 15.749224 50.077532 172.751487 1.629920 1.695472 4.126500 0.284900 0.000093 0.121353
39937 10 16.019211 51.197477 175.581347 1.629920 1.709916 4.189831 0.289076 0.000093 0.120549
40961 10 16.219201 51.917442 177.731241 1.629920 1.726582 4.259828 0.294446 0.000092 0.120357
41985 10 16.809172 54.047337 184.830892 1.629920 1.859908 4.449820 0.295809 0.000092 0.118933
43009 10 16.929166 55.397270 186.620803 1.629920 1.925461 4.616479 0.295188 0.000092 0.117493
44033 10 17.109157 56.237229 188.720700 1.629920 1.958792 4.682032 0.295530 0.000092 0.116092
45057 10 17.239150 57.907146 190.400617 1.629920 2.001013 4.729808 0.292648 0.000092 0.115179
46081 10 17.279148 57.847149 190.930591 1.629920 2.015456 4.770917 0.294371 0.000092 0.114026
47105 10 17.399143 58.647110 192.570510 1.629920 2.064343 4.846469 0.296672 0.000092 0.113053
48129 10 17.489138 59.137086 193.680455 1.629920 2.087675 4.952020 0.300695 0.000092 0.112758
49153 10 17.699128 64.056843 196.040339 1.629920 2.116562 4.980908 0.287851 0.000093 0.120991
50177 10 18.329097 62.256932 203.529970 1.629920 2.248778 5.143124 0.289985 0.000093 0.119982
51201 10 18.469090 63.456873 205.589869 1.629920 2.322108 5.305338 0.291065 0.000092 0.118819
52225 10 18.579084 64.436825 206.989800 1.629920 2.355439 5.387557 0.291974 0.000092 0.117674
53249 10 18.829072 66.036746 210.089647 1.629920 2.422103 5.469776 0.290827 0.000092 0.116595
54273 10 19.049061 66.236736 212.119547 1.629920 2.403215 5.539773 0.293177 0.000092 0.115816
55297 10 18.999064 66.866705 212.159545 1.629920 2.463212 5.611991 0.295975 0.000092 0.115222
56321 10 19.089059 67.436677 213.409483 1.629920 2.502099 5.680877 0.299920 0.000092 0.115172
57345 10 19.309048 68.556622 215.839363 1.629920 2.527653 5.748652 0.303337 0.000092 0.114900
58369 10 19.569036 70.286536 220.149151 1.629920 2.717644 5.841982 0.304200 0.000092 0.113921
59393 10 19.949017 71.256488 224.538935 1.629920 2.783196 6.010863 0.305906 0.000092 0.113120
60417 10 20.009014 72.266439 225.458889 1.629920 2.818750 6.186411 0.307105 0.000092 0.112244
61441 10 20.199005 73.866360 227.868771 1.629920 2.875414 6.223076 0.306246 0.000092 0.111342
62465 10 20.318999 74.186344 229.168707 1.629920 2.886524 6.689721 0.307656 0.000092 0.110559
63489 10 20.728978 80.566030 233.188508 1.629920 2.877636 6.281963 0.291723 0.000092 0.127617
64513 10 20.698980 75.626273 233.188508 1.629920 2.910968 6.315295 0.296081 0.000092 0.127856
65537 10 20.768977 76.726219 234.308453 1.629920 2.957632 6.383069 0.299523 0.000092 0.127642
66561 10 21.258952 79.836066 241.878080 1.629920 3.254284 6.640836 0.297012 0.000092 0.127077
67585 10 21.688931 82.095954 246.427856 1.629920 3.282060 6.906380 0.291572 0.000092 0.128167
68609 10 21.838924 83.075906 248.057776 1.629920 3.296504 6.916379 0.286587 0.000093 0.128942
69633 10 21.868922 83.715874 249.117723 1.629920 3.380944 7.008597 0.282704 0.000093 0.129049
70657 10 22.128909 83.975862 251.277617 1.629920 3.332058 7.090816 0.281689 0.000093 0.128171
71681 10 22.118910 85.515786 252.757544 1.629920 3.507605 7.216366 0.278660 0.000093 0.127915
72705 10 22.308901 85.865769 255.247421 1.629920 3.573157 7.235254 0.277896 0.000093 0.127042
73729 10 22.338899 86.815722 254.867440 1.629920 3.497605 7.327472 0.276998 0.000093 0.126205
74753 10 22.908871 87.915668 263.377021 1.629920 3.809812 7.438579 0.277102 0.000093 0.125327
75777 10 23.328850 92.265453 268.286779 1.629920 3.888697 7.503021 0.268453 0.000093 0.130276
76801 10 23.758829 89.835573 270.736658 1.629920 3.683152 7.750788 0.270812 0.000093 0.129823
77825 10 23.678833 91.735479 270.826654 1.629920 3.782036 7.699679 0.269912 0.000093 0.129019
78849 10 23.628836 91.265502 269.836702 1.629920 3.727594 7.808563 0.272575 0.000093 0.128734
79873 10 23.858824 95.255306 272.516570 1.629920 3.769814 8.119659 0.267218 0.000093 0.130206
80897 10 23.968819 92.395447 275.236436 1.629920 3.949805 8.027442 0.272435 0.000093 0.131562
81921 10 23.968819 97.045218 274.606467 1.629920 3.879809 7.956334 0.267315 0.000093 0.132843
82945 10 24.548790 97.235208 282.836062 1.629920 4.149795 8.126327 0.265767 0.000093 0.132206
83969 10 24.878774 98.045168 285.755918 1.629920 4.107575 8.238544 0.265293 0.000093 0.131406
84993 10 25.068765 99.145114 288.125801 1.629920 4.159795 8.271877 0.264722 0.000093 0.130630
86017 10 25.018767 101.105018 288.685774 1.629920 4.277567 8.396315 0.261286 0.000094 0.130850
87041 10 25.218757 100.375054 290.685675 1.629920 4.277567 8.421870 0.262517 0.000094 0.130200
88065 10 25.218757 101.075019 290.605679 1.629920 4.268679 8.538531 0.264078 0.000093 0.129646
89089 10 25.548741 103.064921 294.115506 1.629920 4.292011 8.531865 0.263604 0.000093 0.128910
90113 10 25.598738 103.214914 296.475390 1.629920 4.498667 8.671859 0.264994 0.000093 0.128342
91137 10 26.068715 105.124819 302.425096 1.629920 4.637549 9.226278 0.264926 0.000093 0.127611
92161 10 26.458696 108.714643 305.204959 1.629920 4.513111 8.900738 0.259337 0.000094 0.129786
93185 10 26.948672 107.254714 312.174616 1.629920 4.743100 9.419603 0.260621 0.000094 0.129217
94209 10 26.788680 111.434509 309.774734 1.629920 4.654215 9.016289 0.253794 0.000094 0.132835
95233 10 26.788680 107.794688 309.784734 1.629920 4.655326 9.417381 0.257635 0.000094 0.133474
