#size	rtt
16777216	609.414563
16777216	607.409679
16777216	606.999703
16777216	606.859711
16777216	606.359740
16777216	606.614725
16777216	606.559729
16777216	606.819713
16777216	606.169751
16777216	607.999645
16777216	606.304743
16777216	606.064757
16777216	607.644665
16777216	606.879710
16777216	608.344625
16777216	610.019527
16777216	606.269745
16777216	606.584727
16777216	606.259746
16777216	606.634724
16777216	606.599726
16777216	607.634666
16777216	607.449677
16777216	605.494790
16777216	606.554729
16777216	606.704720
16777216	607.074699
16777216	606.449735
16777216	606.664722
16777216	607.034701
16777216	606.824713
16777216	607.104697
16777216	606.329742
16777216	606.699720
16777216	607.099697
16777216	606.834713
16777216	606.649723
16777216	606.124754
16777216	606.959705
16777216	604.194866
16777216	606.799715
16777216	608.269629
16777216	617.204110
16777216	607.584669
16777216	605.479791
16777216	607.894651
16777216	607.554671
16777216	607.749659
16777216	606.499732
16777216	619.993947
16777216	619.608970
16777216	607.259688
16777216	606.889709
16777216	607.899651
16777216	606.824713
16777216	607.214690
16777216	607.214690
16777216	606.544729
16777216	606.059758
16777216	606.399738
16777216	606.119754
16777216	607.779658
16777216	606.094756
16777216	607.004703
16777216	606.154752
16777216	606.139753
16777216	606.484733
16777216	606.214749
16777216	607.449677
16777216	608.354624
16777216	607.689663
16777216	606.939706
16777216	607.014702
16777216	608.204633
16777216	605.979762
16777216	611.584436
16777216	606.684721
16777216	607.109697
16777216	608.079640
16777216	606.264746
16777216	606.714720
16777216	607.059699
16777216	605.999761
16777216	605.844770
16777216	605.524789
16777216	607.279687
16777216	607.059699
16777216	606.699720
16777216	606.139753
16777216	606.034759
16777216	606.919708
16777216	606.709720
16777216	606.629724
16777216	605.904767
16777216	606.674722
16777216	607.384681
16777216	606.084756
16777216	605.879768
16777216	606.389738
16777216	606.419737
16777216	605.879768
16777216	605.999761
16777216	606.994703
16777216	606.649723
16777216	606.539730
16777216	608.099639
16777216	605.884768
16777216	605.914766
16777216	606.479733
16777216	606.469734
16777216	605.779774
16777216	607.094697
16777216	606.719719
16777216	606.509731
16777216	606.154752
16777216	606.514731
16777216	607.074699
16777216	606.889709
16777216	607.739660
16777216	606.444735
16777216	606.889709
16777216	607.119696
16777216	607.359682
16777216	606.519731
16777216	605.959763
16777216	605.434794
16777216	606.054758
16777216	607.514673
16777216	605.789773
16777216	606.159752
16777216	609.949531
16777216	606.629724
16777216	606.144753
16777216	607.014702
16777216	606.854711
16777216	606.704720
16777216	605.834771
16777216	608.099639
16777216	606.954706
16777216	606.999703
16777216	607.154694
16777216	606.524731
16777216	606.354740
16777216	607.064699
16777216	608.314627
16777216	606.979704
16777216	606.299744
16777216	605.809772
16777216	606.709720
16777216	606.379739
16777216	607.289686
16777216	606.449735
16777216	606.599726
16777216	606.979704
16777216	606.829713
16777216	606.269745
16777216	608.604610
16777216	607.079698
16777216	612.959356
16777216	606.794715
16777216	607.189692
16777216	606.134753
16777216	607.389680
16777216	606.109755
16777216	606.149752
16777216	616.284163
16777216	615.744194
16777216	607.004703
16777216	606.544729
16777216	607.819655
16777216	607.359682
16777216	607.224690
16777216	606.484733
16777216	606.799715
16777216	606.714720
16777216	606.019760
16777216	607.284686
16777216	607.759659
16777216	607.169693
16777216	607.189692
16777216	606.249747
16777216	605.844770
16777216	606.519731
16777216	606.229748
16777216	607.674664
16777216	607.364682
16777216	606.279745
16777216	607.429678
16777216	606.514731
16777216	607.654665
16777216	616.224167
16777216	608.329626
16777216	606.444735
16777216	607.094697
16777216	606.549729
16777216	606.679722
16777216	606.044758
16777216	607.299686
16777216	606.459734
16777216	607.374681
16777216	606.174751
16777216	606.779716
16777216	607.149694
16777216	607.214690
16777216	606.549729
16777216	606.324742
16777216	607.074699
16777216	605.774774
16777216	606.289744
16777216	607.734660
16777216	606.294744
16777216	606.524731
16777216	605.894767
16777216	606.734718
16777216	605.959763
16777216	606.524731
16777216	606.789715
16777216	606.519731
16777216	606.989704
16777216	606.729719
16777216	606.504732
16777216	607.094697
16777216	607.109697
16777216	606.804714
16777216	606.234747
16777216	606.654723
16777216	606.494732
16777216	606.914708
16777216	606.804714
16777216	606.659723
16777216	606.564728
16777216	606.214749
16777216	606.009761
16777216	607.074699
16777216	606.199749
16777216	605.734777
16777216	606.554729
16777216	606.609726
16777216	605.859769
16777216	605.884768
16777216	606.754717
16777216	606.559729
16777216	605.954764
16777216	606.619725
16777216	606.674722
16777216	606.964705
16777216	606.649723
16777216	606.599726
16777216	607.104697
16777216	604.259862
16777216	605.949764
16777216	606.939706
16777216	606.634724
16777216	607.139695
16777216	610.944474
16777216	606.714720
16777216	606.474733
16777216	606.189750
16777216	606.359740
16777216	606.449735
16777216	606.104755
16777216	606.199749
16777216	605.899767
16777216	606.779716
16777216	606.489733
16777216	609.194575
16777216	606.399738
16777216	607.054700
16777216	606.089756
16777216	609.239573
16777216	606.374739
16777216	607.144695
16777216	606.914708
16777216	606.404738
16777216	606.359740
16777216	608.924591
16777216	606.609726
16777216	606.724719
16777216	606.359740
16777216	606.259746
16777216	605.854770
16777216	606.109755
16777216	607.969647
16777216	608.674606
16777216	608.129637
16777216	607.389680
16777216	606.809714
16777216	606.924707
16777216	611.064467
16777216	616.054176
16777216	607.209691
16777216	611.954415
16777216	607.994645
16777216	606.474733
16777216	606.474733
16777216	608.004645
16777216	607.819655
16777216	607.514673
16777216	606.289744
