timestamp, temperature_gpu, power_draw_w, utilization_gpu, utilization_memory, memory_used_mib, memory_free_mib, total_energy_consumption_j
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651172139
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651178195
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651184276
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651190381
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651190381
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651190381
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651190381
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651190381
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651190381
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651190381
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651190381
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651190381
1.7241e+18, 29, 60, 0, 0, 2043, 40906, 155651190381
