# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
18919512,1000000000,1
1763091,1000000000,1
2323070,1000000000,1
1791563,1000000000,1
2249831,1000000000,1
1804338,1000000000,1
1844292,1000000000,1
2556495,1000000000,1
2183137,1000000000,1
2224795,1000000000,1
2380225,1000000000,1
1975158,1000000000,1
2021404,1000000000,1
1944189,1000000000,1
2076888,1000000000,1
2408899,1000000000,1
2007518,1000000000,1
2072410,1000000000,1
1962193,1000000000,1
1898163,1000000000,1
2353286,1000000000,1
1866503,1000000000,1
1954740,1000000000,1
1910797,1000000000,1
1893155,1000000000,1
1986688,1000000000,1
2033045,1000000000,1
2027807,1000000000,1
2374504,1000000000,1
1920525,1000000000,1
# Hoverboard test (1048576 1 800000000)
# time(ns),sleep_time(ns),repetitions
19131158,800000000,1
1624752,800000000,1
1627116,800000000,1
1633157,800000000,1
2194558,800000000,1
1590327,800000000,1
1782877,800000000,1
1657293,800000000,1
2094942,800000000,1
1632777,800000000,1
1897853,800000000,1
1621555,800000000,1
1856085,800000000,1
1631605,800000000,1
2396998,800000000,1
1572243,800000000,1
2123476,800000000,1
1510577,800000000,1
1914273,800000000,1
1579607,800000000,1
2175202,800000000,1
1617858,800000000,1
1827951,800000000,1
1598503,800000000,1
1813314,800000000,1
1596357,800000000,1
1810830,800000000,1
1527890,800000000,1
2014171,800000000,1
1932918,800000000,1
# Hoverboard test (1048576 1 600000000)
# time(ns),sleep_time(ns),repetitions
22906054,600000000,1
2394833,600000000,1
2214315,600000000,1
2150104,600000000,1
2379224,600000000,1
1933731,600000000,1
1980939,600000000,1
1996879,600000000,1
2285058,600000000,1
2066338,600000000,1
1837580,600000000,1
1926706,600000000,1
1835044,600000000,1
2327286,600000000,1
1840054,600000000,1
1818844,600000000,1
1770896,600000000,1
1800169,600000000,1
1769523,600000000,1
1820247,600000000,1
2176645,600000000,1
1927418,600000000,1
1693109,600000000,1
1907801,600000000,1
1703359,600000000,1
1912851,600000000,1
1643207,600000000,1
1890418,600000000,1
1680395,600000000,1
2246807,600000000,1
# Hoverboard test (1048576 1 400000000)
# time(ns),sleep_time(ns),repetitions
21832374,400000000,1
1587903,400000000,1
1611718,400000000,1
1585659,400000000,1
1583294,400000000,1
1641032,400000000,1
2069995,400000000,1
1599313,400000000,1
1728597,400000000,1
1668863,400000000,1
1723366,400000000,1
1627196,400000000,1
2097537,400000000,1
1796582,400000000,1
1599554,400000000,1
1678452,400000000,1
1714018,400000000,1
1607229,400000000,1
1698720,400000000,1
2025362,400000000,1
1605695,400000000,1
1656421,400000000,1
1655749,400000000,1
1660529,400000000,1
1715422,400000000,1
1624071,400000000,1
1577773,400000000,1
1552827,400000000,1
1644367,400000000,1
1627286,400000000,1
# Hoverboard test (1048576 1 200000000)
# time(ns),sleep_time(ns),repetitions
22177000,200000000,1
1700644,200000000,1
1669565,200000000,1
1726112,200000000,1
1731040,200000000,1
1652573,200000000,1
1708459,200000000,1
1692257,200000000,1
1692949,200000000,1
1664046,200000000,1
1665538,200000000,1
2204456,200000000,1
1740268,200000000,1
1830937,200000000,1
1703338,200000000,1
1737914,200000000,1
1665248,200000000,1
1628800,200000000,1
1590677,200000000,1
1715141,200000000,1
1729488,200000000,1
2142400,200000000,1
1795992,200000000,1
1687539,200000000,1
1622568,200000000,1
1728647,200000000,1
1653686,200000000,1
1674064,200000000,1
1686988,200000000,1
1685324,200000000,1
# Hoverboard test (1048576 1 0)
# time(ns),sleep_time(ns),repetitions
19501271,0,1
1679653,0,1
1704380,0,1
1697388,0,1
1588914,0,1
1608572,0,1
1560842,0,1
1596789,0,1
1592481,0,1
1606457,0,1
1606617,0,1
1585287,0,1
1682219,0,1
1456497,0,1
1733184,0,1
1460434,0,1
1419957,0,1
1435407,0,1
1405111,0,1
1365045,0,1
1387117,0,1
1403608,0,1
1422413,0,1
1385674,0,1
1388358,0,1
1410420,0,1
1394620,0,1
1421580,0,1
1384311,0,1
1371768,0,1
# Hoverboard test (1048576 1 200000001)
# time(ns),sleep_time(ns),repetitions
22951670,200000001,1
1969177,200000001,1
2296269,200000001,1
2084502,200000001,1
1875110,200000001,1
1943598,200000001,1
1818525,200000001,1
1919473,200000001,1
1846537,200000001,1
1929943,200000001,1
2191734,200000001,1
1759674,200000001,1
1838451,200000001,1
1793558,200000001,1
1702607,200000001,1
1709421,200000001,1
1782616,200000001,1
1794139,200000001,1
1796463,200000001,1
