# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: tcn98.local.snellius.surf.nl
# Release : 4.18.0-372.80.1.el8_6.x86_64
# Version : #1 SMP Fri Nov 3 14:30:16 EDT 2023
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 10.018392 
# Number of iterations (recorded+unrecorded): 3375037129 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
0.00	9006.53
999845.56	1743.20
1999831.37	3436.31
2999737.04	1492.74
3999782.96	1462.69
4999668.59	1502.76
5999744.57	1532.81
6999690.31	1502.76
7999606.00	1532.81
8999561.76	3085.66
9999637.73	1482.72
10999513.35	1512.78
11999429.03	1502.76
12999354.74	1502.76
13999420.70	1492.74
14999336.38	1492.74
15999412.36	1482.72
16999328.05	1482.72
17999243.73	1472.70
18999279.64	1482.72
19999165.27	1492.74
20999070.93	1482.72
21999106.84	1953.59
22998982.45	1612.96
23999018.36	2885.30
24999014.19	2214.06
25999020.04	1492.74
26998925.71	2795.13
27998841.39	2704.97
28998837.23	1482.72
29998873.13	3336.12
30998718.69	1472.70
31998744.58	1492.74
32998660.26	1462.69
33998706.18	1482.72
34998621.87	2855.24
35998607.68	1482.72
36998483.30	1482.72
37998519.20	1482.72
38998444.91	2855.24
39998440.74	3195.87
40998426.55	1512.78
41998342.24	1472.70
42998368.12	1492.74
43998293.83	1502.76
44998209.51	1492.74
45998295.51	1502.76
46998201.18	1432.63
47998197.01	3195.87
48998022.53	2755.06
49998068.45	1502.76
50997974.12	3215.90
51997979.97	1502.76
52997905.68	1522.80
53998011.71	4458.18
54997847.25	4117.56
55997803.01	4939.07
56997889.00	3316.09
57997804.69	4638.52
58997790.50	5680.43
59997716.21	5149.45
60997742.09	4388.06
61997657.78	4097.52
62997613.54	4888.98
63997529.22	5279.69
64997525.06	4929.05
65997520.89	3827.03
66997516.72	4337.96
67997392.33	4758.74
68997348.09	4207.72
69997424.07	3877.12
70997299.68	4438.15
71997245.42	4969.12
72997291.35	3957.26
73997247.11	4368.02
74997122.72	4418.11
75997078.48	4237.78
76997034.24	4678.59
77997080.16	3887.14
78996985.83	4167.65
79996971.64	4588.42
80996947.44	2905.33
81996853.10	4768.75
82996798.84	3476.38
83996934.93	5229.60
84996760.45	2815.17
85996756.29	4017.38
86996802.21	3746.88
87996697.86	4327.95
88996703.71	4307.91
89996539.25	4448.17
90996535.08	3857.08
91996581.00	4878.96
92996486.67	3897.15
93996412.37	3696.79
94996448.28	3346.14
95996434.09	4969.12
96996299.69	3356.16
97996305.54	4317.93
98996301.37	3837.04
99996307.22	3827.03
100996142.76	3376.20
101996178.66	4378.04
102996084.33	3105.70
103996170.33	3576.57
104996076.00	3446.33
105996031.75	3446.33
106995947.44	4207.72
107996023.42	3336.12
108995858.96	2895.32
109995904.88	3446.33
110995850.62	3756.90
111995756.29	8024.73
112995712.05	4878.96
113995808.06	4538.33
114995723.75	2604.78
115995629.42	3937.23
116995585.18	3205.89
117995581.01	2394.40
118995576.84	3286.03
119995492.52	3125.74
120995408.21	3917.19
121995484.19	2474.54
122995399.87	3566.55
123995435.78	3095.68
124995351.47	2494.58
125995307.22	3937.23
126995273.00	4307.91
127995188.69	4067.47
128995264.67	3506.44
129995100.20	2835.20
130995076.00	3907.17
131995162.00	2474.54
132995087.70	3917.19
133994993.37	2454.51
134994919.07	3676.75
135994904.89	2444.49
136994940.79	3596.60
137994856.48	2494.58
138994812.24	3245.96
139994888.22	2644.86
140994803.90	3225.92
141994689.53	3616.64
142994625.25	2444.49
143994671.18	3306.07
144994626.94	3947.25
145994582.69	2875.28
146994578.53	3075.65
147994454.14	4187.69
148994490.04	4297.89
149994445.80	3766.92
150994401.56	2855.24
151994407.41	4037.41
152994273.01	3245.96
153994308.91	4598.44
154994264.67	3105.70
155994180.36	3706.81
156994216.26	4067.47
157994141.97	3255.98
158994057.65	4217.74
159994123.61	3686.77
160993999.22	3636.68
161993954.98	4187.69
162994030.96	3877.12
163993916.59	3376.20
164994102.77	3676.75
165993778.02	4628.50
166993733.78	4127.58
167993689.53	3726.84
168993715.42	4067.47
169993651.14	5149.45
170993677.03	4598.44
171993632.79	4187.69
172993658.68	3195.87
173993514.25	4388.06
174993590.23	3646.69
175993425.77	2554.69
176993411.58	4017.38
177993457.51	4368.02
178993413.27	4077.49
179993359.01	4488.24
180993364.86	3907.17
181993280.54	4688.61
182993156.16	4127.58
183993272.21	3085.66
184993167.86	3426.29
185993053.49	4588.42
186993129.47	3566.55
187993015.10	3095.68
188993081.06	3065.63
189992966.69	4327.95
190992952.50	3466.36
191992868.19	3616.64
192992904.09	3796.97
193992869.87	3636.68
194992845.67	4368.02
195992731.30	6141.27
196992727.13	5329.78
197992602.74	5079.32
198992718.79	4909.01
199992674.55	5079.32
200992630.31	4368.02
201992515.94	4668.57
202992551.85	4468.20
203992537.66	3546.51
204992413.27	3937.23
205992369.03	5940.91
206992364.86	4197.71
207992360.70	3636.68
208992326.47	4638.52
209992202.08	3897.15
210992227.97	3416.27
211992103.58	2905.33
212992139.49	3376.20
213992025.12	3306.07
214992101.10	2474.54
215991996.75	2714.98
216992002.60	3847.06
217992008.45	2895.32
218991823.95	1502.76
219991909.95	1983.64
220991835.65	3827.03
221991821.47	4528.31
222991707.10	3085.66
223991783.08	3586.58
224991698.76	3476.38
225991614.45	3776.93
226991680.41	3436.31
227991596.09	3366.18
228991471.70	3155.79
229991557.70	2745.04
230991423.29	2614.80
231991509.29	3977.30
232991384.90	2404.41
233991410.79	1502.76
234991336.50	1492.74
235991242.16	1472.70
236991288.09	1502.76
237991193.75	1462.69
238991229.66	1482.72
239991145.34	2224.08
240991141.18	1562.87
241991096.94	1502.76
242991012.62	2805.15
243990938.32	1482.72
244991014.30	3105.70
245990929.99	3035.57
246990925.82	2785.11
247990831.49	3085.66
248990907.47	3115.72
249990823.15	3195.87
250990829.00	1522.80
251990774.74	1492.74
252990700.45	1773.26
253990686.26	3606.62
253994302.90	2714.98
254990601.95	1582.91
255990597.78	1502.76
256990523.48	1903.49
257990509.30	1793.29
258990495.11	1452.67
259990360.70	1803.31
260990386.59	1823.35
261990262.20	1462.69
262990308.13	1843.38
263990213.79	3796.97
264990309.81	2714.98
265990165.39	1893.48
266990241.36	1783.27
267990066.88	1502.76
268990142.86	1492.74
269990058.55	1492.74
270989924.14	2835.20
271990040.20	1472.70
272989935.84	2454.51
273989971.75	1823.35
274989877.42	1472.70
