# size n PRTT(1,0,s) PRTT(n,0,s) PRTT(n,PRTT(1,0,s),s) L o_s o_r g G lsqu(g,G)
# to get o: plot "./loggp.out" using 1:(($5-$3)/($2-1)-$3)
# to get g,G: plot "./loggp.out" using 1:($4-$3)/($2-1)
1 10 35.566233 117.779335 429.018941 17.783117 8.150734 7.470576 -nan -nan -nan
1025 10 39.603752 198.209115 467.851256 17.783117 7.979304 7.835700 9.126500 0.008289 -nan
2049 10 80.700284 153.415698 866.303273 17.783117 6.588937 5.000421 12.140530 -0.000515 7.361271
3073 10 47.137782 133.729037 530.107192 17.783117 6.525485 6.016758 12.327968 -0.000789 5.217807
4097 10 125.223197 257.078745 1278.480851 17.783117 2.916542 6.015645 11.215480 0.000296 4.718870
5121 10 48.490301 125.183122 548.451354 17.783117 7.060927 8.013809 12.017856 -0.000291 4.337073
6145 10 63.648529 124.842488 675.948786 17.783117 4.384832 7.764456 12.630400 -0.000650 4.038241
7169 10 53.148977 182.159226 592.303016 17.783117 6.757028 14.377880 11.569177 -0.000132 4.186565
8193 10 68.447466 205.011783 747.822633 17.783117 7.038663 15.839491 10.839767 0.000173 4.120221
9217 10 136.434074 254.053110 1423.971791 17.783117 6.625672 16.187917 10.747485 0.000207 3.858380
10241 10 73.116161 183.501726 769.052167 17.783117 4.210062 14.100698 10.829381 0.000180 3.641467
11265 10 71.092392 183.361465 756.969667 17.783117 5.116194 13.852458 10.878697 0.000166 3.456108
12289 10 138.828533 278.648914 1444.399834 17.783117 6.234944 13.862476 10.561861 0.000250 3.363263
13313 10 68.828175 202.587268 736.711942 17.783117 5.381132 13.319243 10.450868 0.000277 3.229129
14337 10 63.257802 205.352418 688.381939 17.783117 6.200436 15.101450 10.303109 0.000310 3.119879
15361 10 144.438981 302.864008 1501.135490 17.783117 6.305075 15.004603 10.042545 0.000365 3.064565
16385 10 95.517878 235.568688 1001.945874 17.783117 5.196344 18.624676 10.087799 0.000356 2.962531
17409 10 74.618959 235.718968 815.328345 17.783117 7.682084 16.623172 9.936926 0.000384 2.890890
18433 10 78.977075 229.537456 860.512489 17.783117 7.860193 16.335971 9.962150 0.000379 2.805246
19457 10 124.642115 357.505765 1346.918299 17.783117 11.166350 22.141223 9.230947 0.000498 3.274638
20481 10 92.862934 259.873950 988.100089 17.783117 6.607861 18.081443 9.303506 0.000487 3.192577
21505 10 112.930304 251.318017 1200.726052 17.783117 7.935890 18.828389 9.651759 0.000436 3.238540
22529 10 158.605363 279.159865 1662.155349 17.783117 8.455747 19.629881 10.114758 0.000372 3.385864
23553 10 86.240602 271.726022 947.063669 17.783117 9.406406 25.914916 9.987014 0.000389 3.325548
24577 10 87.773456 277.466712 950.950908 17.783117 8.135150 19.838046 9.878127 0.000403 3.265856
25601 10 111.968513 299.457665 1172.232991 17.783117 5.838651 25.670016 9.833718 0.000408 3.199442
26625 10 92.612468 325.456081 1004.961490 17.783117 8.759646 21.008002 9.491302 0.000448 3.278507
27649 10 132.075958 356.323564 1383.125726 17.783117 6.929571 28.596576 9.296795 0.000470 3.262190
28673 10 97.651852 355.912799 1053.391679 17.783117 8.541462 29.853360 8.929085 0.000510 3.372985
29697 10 182.209319 416.195059 1873.819520 17.783117 5.747370 21.490011 8.812976 0.000522 3.329658
