timestamp, temperature_gpu, power_draw_w, utilization_gpu, utilization_memory, memory_used_mib, memory_free_mib, total_energy_consumption_j
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 95, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199237761
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199247444
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199256942
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 6, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199266450
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199275947
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199285473
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199285473
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199285473
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199285473
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199285473
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199285473
1.72271e+18, 34, 96, 0, 0, 3510, 96974, 99199285473
