# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
139625860,1000000000,1
369841,1000000000,1
126403,1000000000,1
207105,1000000000,1
139994,1000000000,1
128553,1000000000,1
212855,1000000000,1
123843,1000000000,1
135304,1000000000,1
206946,1000000000,1
123924,1000000000,1
128183,1000000000,1
134692,1000000000,1
207385,1000000000,1
125442,1000000000,1
126273,1000000000,1
138483,1000000000,1
126174,1000000000,1
127204,1000000000,1
202756,1000000000,1
132583,1000000000,1
131324,1000000000,1
123193,1000000000,1
127683,1000000000,1
134744,1000000000,1
126983,1000000000,1
125563,1000000000,1
216186,1000000000,1
139124,1000000000,1
124903,1000000000,1
# Hoverboard test (1048576 1 800000000)
# time(ns),sleep_time(ns),repetitions
134419081,800000000,1
368550,800000000,1
126103,800000000,1
123082,800000000,1
204236,800000000,1
124913,800000000,1
128013,800000000,1
126553,800000000,1
138734,800000000,1
124592,800000000,1
202916,800000000,1
124622,800000000,1
135853,800000000,1
125682,800000000,1
125863,800000000,1
121763,800000000,1
205465,800000000,1
119502,800000000,1
122092,800000000,1
123883,800000000,1
137004,800000000,1
121334,800000000,1
124203,800000000,1
120293,800000000,1
134204,800000000,1
125172,800000000,1
205625,800000000,1
123133,800000000,1
136504,800000000,1
124873,800000000,1
# Hoverboard test (1048576 1 600000000)
# time(ns),sleep_time(ns),repetitions
130951165,600000000,1
149404,600000000,1
206036,600000000,1
125923,600000000,1
138063,600000000,1
131494,600000000,1
206515,600000000,1
122682,600000000,1
137073,600000000,1
127402,600000000,1
128233,600000000,1
198916,600000000,1
138454,600000000,1
127344,600000000,1
127324,600000000,1
128423,600000000,1
138373,600000000,1
128063,600000000,1
205705,600000000,1
125424,600000000,1
137823,600000000,1
133624,600000000,1
128083,600000000,1
131394,600000000,1
138664,600000000,1
130584,600000000,1
124343,600000000,1
204255,600000000,1
139384,600000000,1
127814,600000000,1
# Hoverboard test (1048576 1 400000000)
# time(ns),sleep_time(ns),repetitions
138089002,400000000,1
152255,400000000,1
116092,400000000,1
203125,400000000,1
138084,400000000,1
122182,400000000,1
120802,400000000,1
123293,400000000,1
131522,400000000,1
207255,400000000,1
120553,400000000,1
125243,400000000,1
135294,400000000,1
127334,400000000,1
118713,400000000,1
125512,400000000,1
204164,400000000,1
125963,400000000,1
121143,400000000,1
120343,400000000,1
128313,400000000,1
126253,400000000,1
120303,400000000,1
124712,400000000,1
132823,400000000,1
125893,400000000,1
120174,400000000,1
200136,400000000,1
136713,400000000,1
125644,400000000,1
# Hoverboard test (1048576 1 200000000)
# time(ns),sleep_time(ns),repetitions
133657484,200000000,1
151545,200000000,1
160484,200000000,1
149064,200000000,1
132714,200000000,1
124612,200000000,1
126422,200000000,1
127353,200000000,1
127384,200000000,1
121933,200000000,1
125654,200000000,1
123593,200000000,1
127663,200000000,1
184894,200000000,1
118093,200000000,1
122192,200000000,1
134714,200000000,1
122353,200000000,1
121704,200000000,1
124163,200000000,1
132793,200000000,1
125154,200000000,1
122943,200000000,1
120523,200000000,1
130863,200000000,1
125233,200000000,1
186795,200000000,1
122934,200000000,1
130863,200000000,1
124414,200000000,1
# Hoverboard test (1048576 1 0)
# time(ns),sleep_time(ns),repetitions
140125550,0,1
108303,0,1
94381,0,1
93892,0,1
94092,0,1
93743,0,1
